League,Season,Date,Team_Home,FBREFPossession_Home,FBREFSave%_Home,Goals_Home,FBREFAst_Home,FBREFPK_Home,FBREFPKatt_Home,FBREFSh_Home,FBREFSoT_Home,FBREFCrdY_Home,FBREFCrdR_Home,FBREFxg_Home,FBREFxa_Home,FBREFSCA_Home,FBREFGCA_Home,Team_Away,FBREFPossession_Away,FBREFSave%_Away,Goals_Away,FBREFAst_Away,FBREFPK_Away,FBREFPKatt_Away,FBREFSh_Away,FBREFSoT_Away,FBREFCrdY_Away,FBREFCrdR_Away,FBREFxg_away,FBREFxa_Away,FBREFSCA_Away,FBREFGCA_Away,FBREFORating_Home,FBREFDRating_Home,FBREFORating_Away,FBREFDRating_Away
Ligue1,2020-2021,2020-09-27,Monaco,57,75.0,3,3,0,0,11,5,3,2,1.5,1.4,20.0,6.0,Strasbourg,43,40.0,2,1,1,1,7,4,1,0,1.4,0.6,13.0,3.0,0.9677539,0.7361131,1.0229986,0.8552129
Ligue1,2020-2021,2020-09-27,Nîmes,50,80.0,1,0,0,0,13,4,0,0,0.6,0.2,14.0,0.0,Lens,50,75.0,1,1,0,0,14,5,3,0,1.4,1.2,19.0,1.0,0.6952441,0.5707441,0.93954253,0.58164394
Ligue1,2020-2021,2020-09-27,Dijon,39,66.7,2,2,0,0,15,6,4,0,1.5,1.0,23.0,2.0,Montpellier,61,66.7,2,1,1,1,14,3,1,0,2.4,1.5,26.0,4.0,0.810926,0.6781176,0.789635,0.8501516
Ligue1,2020-2021,2020-09-27,Lorient,32,83.3,1,1,0,0,4,2,2,0,0.2,0.2,8.0,2.0,Lyon,68,50.0,1,1,0,0,19,6,0,0,0.8,0.7,31.0,2.0,0.7824017,0.81798756,1.6038492,1.0701059
Ligue1,2020-2021,2020-09-27,Reims,36,75.0,0,0,0,0,8,3,2,0,0.2,0.2,13.0,0.0,Paris S-G,64,100.0,2,2,0,0,22,8,2,0,4.4,4.2,39.0,4.0,0.88000154,1.323284,1.9052656,1.3261125
Ligue1,2020-2021,2020-10-02,Paris S-G,57,50.0,6,4,0,0,18,12,1,0,2.1,1.7,31.0,10.0,Angers,43,50.0,1,1,0,0,8,2,2,0,0.9,0.9,15.0,2.0,2.509879,0.7611922,1.7518735,0.6231476
Ligue1,2020-2021,2020-10-03,Lens,65,100.0,2,1,1,1,12,4,1,0,2.0,0.7,21.0,4.0,Saint-Étienne,35,75.0,0,0,0,0,2,1,1,2,0.1,0.1,3.0,0.0,1.4972324,1.0421656,0.6337863,0.6963221
Ligue1,2020-2021,2020-10-03,Nice,73,0.0,2,1,0,0,20,9,2,0,2.1,1.5,29.0,2.0,Nantes,27,77.8,1,0,1,1,10,0,1,1,1.4,0.6,19.0,1.0,1.416276,1.3209646,1.1005275,0.79027444
Ligue1,2020-2021,2020-10-04,Montpellier,52,0.0,0,0,0,0,12,2,2,0,0.7,0.5,20.0,0.0,Nîmes,48,100.0,1,1,0,0,8,1,1,0,0.5,0.4,14.0,2.0,1.2191259,0.67277473,0.874243,0.8716813
Ligue1,2020-2021,2020-10-04,Strasbourg,47,50.0,0,0,0,0,17,2,1,0,1.8,1.6,29.0,0.0,Lille,53,100.0,3,1,0,0,13,6,1,0,2.0,1.3,19.0,3.0,1.0536665,1.1802057,0.9323632,0.6455517
Ligue1,2020-2021,2020-10-04,Bordeaux,50,100.0,3,1,0,0,17,7,2,0,1.5,1.1,27.0,5.0,Dijon,50,57.1,0,0,0,0,5,1,3,0,0.3,0.2,9.0,0.0,1.2789036,0.7826332,1.2816598,0.6688449
Ligue1,2020-2021,2020-10-04,Brest,30,100.0,1,0,0,0,5,4,3,0,1.0,0.4,6.0,0.0,Monaco,70,75.0,0,0,0,0,20,2,4,0,1.2,0.8,24.0,0.0,0.8367952,1.0936749,1.6588614,0.90259373
Ligue1,2020-2021,2020-10-04,Metz,58,75.0,3,2,1,1,15,7,1,0,1.7,0.7,25.0,5.0,Lorient,42,71.4,1,0,0,0,10,4,2,0,0.8,0.3,16.0,1.0,1.042274,0.63181406,2.7097158,0.5920897
Ligue1,2020-2021,2020-10-04,Rennes,73,50.0,2,1,0,0,19,3,4,0,2.0,1.3,32.0,2.0,Reims,27,0.0,2,2,0,0,9,4,3,0,1.2,1.2,16.0,4.0,1.0935463,0.8679117,0.9043289,1.1089284
Ligue1,2020-2021,2020-10-04,Lyon,67,0.0,1,0,1,1,23,2,1,0,3.3,1.1,30.0,2.0,Marseille,33,100.0,1,1,0,0,3,1,2,1,0.2,0.2,6.0,2.0,1.739332,1.0091407,1.0041574,0.79207486
Ligue1,2020-2021,2020-10-16,Dijon,40,66.7,1,1,0,0,13,4,4,0,0.9,0.7,23.0,2.0,Rennes,60,75.0,1,1,0,0,12,3,2,0,1.0,0.6,18.0,1.0,0.8311457,0.6293737,1.5982554,0.751982
Ligue1,2020-2021,2020-10-16,Nîmes,26,63.6,0,0,0,0,5,2,1,1,0.1,0.1,7.0,0.0,Paris S-G,74,100.0,4,4,0,0,30,11,2,0,4.3,2.7,52.0,7.0,0.87812865,1.134033,1.3604298,0.95896596
Ligue1,2020-2021,2020-10-17,Reims,47,33.3,1,1,0,0,6,3,4,2,0.4,0.3,10.0,1.0,Lorient,53,66.7,3,1,1,1,13,3,1,0,2.7,0.9,15.0,4.0,0.73130995,0.6859394,1.2558649,0.6401573
Ligue1,2020-2021,2020-10-17,Marseille,56,75.0,2,2,0,1,5,3,3,0,1.0,0.1,12.0,5.0,Bordeaux,44,0.0,1,1,0,0,8,4,1,0,0.7,0.3,13.0,2.0,1.6970978,0.7643765,0.98481035,0.7557319
Ligue1,2020-2021,2020-10-18,Strasbourg,52,50.0,2,1,0,0,19,8,2,0,2.1,1.0,27.0,2.0,Lyon,48,75.0,3,3,0,0,14,6,3,0,3.9,3.3,27.0,6.0,0.8272863,0.71735173,1.1115692,0.7875684
Ligue1,2020-2021,2020-10-18,Monaco,79,50.0,1,0,1,1,20,7,2,0,2.1,1.2,35.0,2.0,Montpellier,21,100.0,1,0,0,0,3,2,1,1,0.2,0.0,4.0,0.0,1.4198092,1.0119596,0.85668355,0.92009145
Ligue1,2020-2021,2020-10-18,Nantes,39,80.0,3,2,0,0,12,6,3,0,1.9,1.1,23.0,6.0,Brest,61,50.0,1,0,0,0,15,5,2,0,1.1,1.0,30.0,2.0,1.0136683,0.8059201,0.902405,0.7304206
Ligue1,2020-2021,2020-10-18,Angers,46,66.7,1,0,1,1,6,1,4,0,1.1,0.1,9.0,1.0,Metz,54,100.0,1,1,0,0,7,3,2,0,1.2,1.2,12.0,2.0,1.1079172,0.6989166,0.75866926,0.58779275
Ligue1,2020-2021,2020-10-18,Saint-Étienne,46,40.0,1,1,0,0,11,4,2,0,0.8,0.7,16.0,1.0,Nice,54,75.0,3,1,0,0,11,5,5,0,2.3,0.4,15.0,1.0,0.9962977,0.6887602,0.92522377,0.6727025
Ligue1,2020-2021,2020-10-18,Lille,57,100.0,4,2,0,0,17,6,0,0,2.6,2.3,33.0,7.0,Lens,43,33.3,0,0,0,0,7,2,3,2,0.4,0.4,11.0,0.0,1.6681235,0.89024436,0.83776265,0.75770366
Ligue1,2020-2021,2020-10-23,Rennes,63,50.0,1,0,0,0,11,1,2,0,1.0,0.5,17.0,0.0,Angers,37,0.0,2,2,0,0,10,4,0,0,1.4,1.1,16.0,2.0,1.8848035,1.1496245,1.1484176,0.69259965
Ligue1,2020-2021,2020-10-24,Lorient,38,66.7,0,0,0,0,12,3,3,0,0.5,0.3,17.0,0.0,Marseille,62,100.0,1,1,0,0,15,3,3,0,1.3,1.1,23.0,2.0,0.66556543,0.6031237,1.1217885,0.6403661
Ligue1,2020-2021,2020-10-24,Paris S-G,55,100.0,4,4,0,0,20,9,0,0,4.6,3.0,33.0,8.0,Dijon,45,55.6,0,0,0,0,17,3,2,0,1.7,1.0,23.0,0.0,1.6421857,0.74081206,1.1552038,0.8365675
Ligue1,2020-2021,2020-10-25,Bordeaux,59,100.0,2,1,1,1,19,5,3,0,2.3,1.3,32.0,4.0,Nîmes,41,80.0,0,0,0,0,8,4,3,0,0.9,0.8,10.0,0.0,1.4783809,0.77561116,0.91649073,0.599455
Ligue1,2020-2021,2020-10-25,Montpellier,34,33.3,0,0,0,0,5,1,1,2,0.2,0.1,6.0,0.0,Reims,66,100.0,4,2,2,2,22,7,0,0,4.0,2.0,40.0,8.0,0.8926265,0.7100789,2.0301228,1.3503544
Ligue1,2020-2021,2020-10-25,Brest,63,50.0,0,0,0,0,14,4,1,0,0.9,0.9,24.0,0.0,Strasbourg,37,100.0,3,2,1,1,7,4,3,0,1.1,0.4,16.0,6.0,1.1040226,0.8447175,3.0886323,1.1927521
Ligue1,2020-2021,2020-10-25,Metz,42,0.0,1,0,0,0,6,3,3,0,0.3,0.3,12.0,4.0,Saint-Étienne,58,33.3,0,0,0,0,10,0,3,0,0.4,0.3,14.0,0.0,0.9122399,0.80881226,0.9133841,0.76922107
Ligue1,2020-2021,2020-10-25,Nice,53,75.0,1,1,0,0,7,3,1,0,1.0,0.9,10.0,2.0,Lille,47,66.7,1,1,0,0,11,4,6,0,0.5,0.4,18.0,2.0,1.3732176,0.85892355,1.087868,0.7787638
Ligue1,2020-2021,2020-10-25,Lyon,35,100.0,4,2,1,1,14,5,3,1,3.3,1.9,27.0,7.0,Monaco,65,40.0,1,0,1,1,17,4,4,0,1.9,0.9,27.0,1.0,0.9443777,0.63472223,1.1013209,0.8398716
Ligue1,2020-2021,2020-10-31,Rennes,69,75.0,2,2,0,0,24,8,1,0,1.5,1.2,38.0,3.0,Brest,31,75.0,1,1,0,0,9,4,3,0,0.7,0.4,11.0,2.0,1.7407036,1.2090278,1.2410326,0.7228199
Ligue1,2020-2021,2020-10-31,Nantes,37,33.3,0,0,0,1,5,0,2,0,1.7,0.9,8.0,0.0,Paris S-G,63,0.0,3,1,1,1,12,3,1,0,2.1,0.9,17.0,4.0,1.4346771,0.6022047,1.7335379,0.94652295
Ligue1,2020-2021,2020-11-01,Saint-Étienne,54,50.0,0,0,0,0,8,0,3,0,0.7,0.7,16.0,0.0,Montpellier,46,0.0,1,0,0,0,9,2,3,0,0.6,0.5,15.0,1.0,1.0191132,0.7682541,0.81100315,0.6915649
Ligue1,2020-2021,2020-11-01,Reims,51,100.0,1,1,0,0,11,4,0,0,0.7,0.5,17.0,2.0,Strasbourg,49,50.0,1,0,1,1,6,1,2,0,2.0,0.7,9.0,1.0,0.6394763,0.77968764,0.99037606,0.6884257
Ligue1,2020-2021,2020-11-01,Dijon,53,100.0,0,0,0,0,11,2,2,0,0.4,0.3,16.0,0.0,Lorient,47,100.0,0,0,0,1,8,1,1,0,1.1,0.3,15.0,0.0,0.999709,0.7128291,1.12367,0.5634695
Ligue1,2020-2021,2020-11-01,Nîmes,68,80.0,0,0,0,0,17,2,3,0,1.1,0.7,23.0,0.0,Metz,32,100.0,1,1,0,0,8,5,2,1,1.6,1.2,10.0,2.0,0.82003677,0.8189105,0.6489778,1.0779186
Ligue1,2020-2021,2020-11-01,Angers,52,60.0,0,0,0,0,11,5,5,0,0.4,0.3,16.0,0.0,Nice,48,100.0,3,2,1,1,11,5,2,0,2.4,0.5,19.0,5.0,1.3834641,0.71795803,1.3280485,0.6861743
Ligue1,2020-2021,2020-11-01,Monaco,52,0.0,4,3,1,1,16,5,2,0,3.0,2.3,30.0,7.0,Bordeaux,48,40.0,0,0,0,0,5,0,2,0,0.3,0.3,7.0,0.0,0.77824974,0.6692551,0.70467466,0.7153079
Ligue1,2020-2021,2020-11-01,Lille,60,0.0,1,1,0,0,15,6,3,0,0.5,0.5,24.0,2.0,Lyon,40,83.3,0,0,0,0,8,1,3,1,0.8,0.7,15.0,1.0,2.7396295,0.9442718,1.0129651,0.5766077
Ligue1,2020-2021,2020-11-06,Strasbourg,53,0.0,0,0,0,0,10,2,0,0,0.3,0.2,18.0,0.0,Marseille,47,100.0,1,1,0,0,1,1,4,0,0.1,0.1,2.0,2.0,1.0009706,0.80005467,1.1242603,0.5850228
Ligue1,2020-2021,2020-11-07,Bordeaux,52,33.3,0,0,0,0,9,1,2,0,0.6,0.4,15.0,0.0,Montpellier,48,100.0,2,2,0,0,9,3,1,0,1.5,1.4,17.0,4.0,1.1531452,0.7073741,0.9854299,0.6607263
Ligue1,2020-2021,2020-11-07,Paris S-G,49,100.0,3,3,0,0,10,6,3,0,0.9,0.7,15.0,3.0,Rennes,51,50.0,0,0,0,0,15,3,0,0,1.1,0.9,20.0,0.0,1.3274266,0.69122505,1.137951,0.79679275
Ligue1,2020-2021,2020-11-08,Brest,37,83.3,3,3,0,0,12,8,4,0,1.2,1.2,23.0,6.0,Lille,63,62.5,2,1,1,1,20,6,3,0,2.4,1.4,38.0,3.0,0.6733172,0.90823704,1.085778,0.92550707
Ligue1,2020-2021,2020-11-08,Nîmes,60,42.9,1,1,0,0,12,4,2,0,1.5,1.3,19.0,2.0,Angers,40,75.0,5,4,1,1,15,7,5,0,3.3,2.0,29.0,9.0,0.8668452,0.65506446,1.1425979,0.61512345
Ligue1,2020-2021,2020-11-08,Lens,63,33.3,3,3,0,0,16,5,3,0,1.5,1.3,30.0,7.0,Reims,37,20.0,3,1,0,0,9,6,1,0,1.4,0.2,12.0,6.0,1.2822663,0.90640545,0.7318728,0.69229573
Ligue1,2020-2021,2020-11-08,Lorient,48,50.0,0,0,0,0,18,4,3,0,1.9,1.2,27.0,0.0,Nantes,52,100.0,2,2,0,0,16,4,1,0,1.7,1.5,26.0,4.0,1.2329297,0.6421424,1.1206695,0.67886126
Ligue1,2020-2021,2020-11-08,Metz,44,83.3,1,1,0,1,14,3,2,0,2.1,1.2,28.0,2.0,Dijon,56,66.7,1,1,0,1,14,6,1,0,2.3,1.1,21.0,2.0,0.74152106,0.96661305,0.9241206,0.71250397
Ligue1,2020-2021,2020-11-08,Nice,63,75.0,1,1,0,0,8,4,2,0,0.7,0.2,10.0,0.0,Monaco,37,75.0,2,1,0,0,15,8,2,0,1.5,1.2,24.0,3.0,0.9532217,0.97352976,0.8623614,0.7208044
Ligue1,2020-2021,2020-11-08,Lyon,60,75.0,2,2,0,0,18,6,5,0,2.5,2.2,32.0,4.0,Saint-Étienne,40,66.7,0,0,0,1,14,4,3,0,1.7,0.9,24.0,2.0,1.3082271,0.62428844,0.97655964,0.836444
Ligue1,2020-2021,2020-11-20,Rennes,58,66.7,0,0,0,0,14,2,2,0,1.9,1.8,20.0,0.0,Bordeaux,42,100.0,1,1,0,0,6,3,2,0,0.7,0.7,12.0,2.0,0.70882297,0.7515061,1.1009009,0.7639586
Ligue1,2020-2021,2020-11-20,Monaco,52,66.7,3,1,1,1,15,4,2,0,3.3,1.3,26.0,4.0,Paris S-G,48,50.0,2,1,1,1,8,3,3,1,1.7,0.7,15.0,4.0,2.2651227,0.72754705,1.2457776,0.85939765
Ligue1,2020-2021,2020-11-21,Brest,41,0.0,4,4,0,0,10,5,1,0,0.9,0.9,19.0,7.0,Saint-Étienne,59,20.0,1,1,0,0,17,1,1,0,1.5,0.6,28.0,1.0,5.730408,1.5660131,1.1127548,0.8903553
Ligue1,2020-2021,2020-11-22,Nantes,66,100.0,1,1,0,0,18,5,2,0,1.2,1.0,35.0,2.0,Metz,34,80.0,1,0,1,1,10,3,3,0,1.6,0.5,16.0,1.0,1.1776341,0.69386214,0.6688307,0.83707696
Ligue1,2020-2021,2020-11-22,Dijon,53,75.0,0,0,0,0,11,3,2,0,0.6,0.4,17.0,0.0,Lens,47,100.0,1,0,0,0,8,4,0,0,1.5,0.6,11.0,0.0,0.88892865,0.7412552,1.5997057,0.56701684
Ligue1,2020-2021,2020-11-22,Montpellier,57,66.7,4,4,0,0,21,10,2,0,1.7,1.6,33.0,7.0,Strasbourg,43,60.0,3,0,2,2,7,3,1,0,3.4,1.8,9.0,3.0,0.89885575,0.68367743,0.8168905,1.0637885
Ligue1,2020-2021,2020-11-22,Reims,70,100.0,0,0,0,0,16,6,3,0,1.0,0.9,26.0,0.0,Nîmes,30,100.0,1,0,1,1,5,4,1,0,1.1,0.4,9.0,2.0,1.3594744,1.2244956,0.64101386,1.0090742
Ligue1,2020-2021,2020-11-22,Angers,50,50.0,0,0,0,0,19,7,2,0,0.9,0.4,23.0,0.0,Lyon,50,100.0,1,1,0,0,5,2,3,0,1.0,1.0,10.0,2.0,1.1911303,0.729467,1.1054261,0.64761865
Ligue1,2020-2021,2020-11-22,Lille,64,100.0,4,4,0,0,32,13,1,0,4.2,4.1,57.0,7.0,Lorient,36,69.2,0,0,0,0,7,2,3,0,0.7,0.7,13.0,0.0,2.2485278,1.1652052,1.0958017,0.66084653
Ligue1,2020-2021,2020-11-25,Lens,49,100.0,1,1,0,0,8,1,4,0,0.7,0.6,12.0,1.0,Nantes,51,0.0,1,0,1,1,10,2,2,0,2.0,0.9,14.0,2.0,1.0074134,0.6710228,1.4852779,0.6583836
Ligue1,2020-2021,2020-11-27,Strasbourg,33,85.7,1,1,0,0,6,2,0,1,0.6,0.6,12.0,2.0,Rennes,68,50.0,1,1,0,0,21,7,0,0,1.9,1.4,38.0,2.0,0.7192991,0.7301649,1.1543667,0.94211876
Ligue1,2020-2021,2020-11-28,Marseille,57,50.0,3,2,1,1,14,8,4,0,3.0,1.9,25.0,5.0,Nantes,43,75.0,1,1,0,0,6,2,2,0,0.4,0.4,9.0,0.0,1.3675156,0.5489756,0.83757013,0.6726317
Ligue1,2020-2021,2020-11-28,Paris S-G,65,50.0,2,0,1,1,15,8,1,0,2.6,1.3,28.0,3.0,Bordeaux,35,87.5,1,1,0,0,18,4,1,0,1.6,1.5,26.0,2.0,2.1243958,0.8917213,1.1904196,0.7445067
Ligue1,2020-2021,2020-11-29,Lyon,64,100.0,3,3,0,0,16,4,2,0,2.6,2.1,26.0,6.0,Reims,36,25.0,0,0,0,0,9,2,1,1,0.5,0.2,13.0,0.0,1.4020259,0.85522306,0.97388244,0.8416703
Ligue1,2020-2021,2020-11-29,Lens,64,57.1,1,1,0,0,13,5,2,0,1.4,1.1,21.0,2.0,Angers,36,80.0,3,1,0,0,18,7,2,0,2.7,1.3,26.0,4.0,1.091125,0.8425396,1.2874031,0.71824694
Ligue1,2020-2021,2020-11-29,Monaco,67,100.0,3,3,0,0,18,5,1,0,3.2,2.3,30.0,4.0,Nîmes,33,40.0,0,0,0,0,6,2,1,1,0.2,0.2,9.0,0.0,1.5366842,1.049767,0.83697736,0.9018774
Ligue1,2020-2021,2020-11-29,Lorient,43,66.7,0,0,0,0,8,2,2,0,0.3,0.3,13.0,0.0,Montpellier,57,100.0,1,1,0,1,15,3,1,0,1.6,0.8,26.0,2.0,0.90499276,0.64520574,1.1154579,0.7152913
Ligue1,2020-2021,2020-11-29,Metz,45,50.0,0,0,0,0,14,6,2,0,0.9,0.6,18.0,0.0,Brest,55,100.0,1,1,0,0,11,4,1,0,1.3,1.3,21.0,3.0,1.0942154,0.83260673,1.6502442,0.7333948
Ligue1,2020-2021,2020-11-29,Nice,62,25.0,1,0,1,1,22,5,3,0,3.8,0.9,31.0,1.0,Dijon,38,100.0,3,0,0,0,9,4,3,0,1.0,0.1,7.0,1.0,0.9172195,0.8562015,1.2795278,0.73275226
Ligue1,2020-2021,2020-11-29,Saint-Étienne,38,50.0,1,0,1,1,6,4,4,0,0.9,0.1,11.0,1.0,Lille,62,100.0,1,1,0,0,9,2,1,0,0.5,0.4,16.0,2.0,1.4457691,0.7444097,1.7328558,0.9471643
Ligue1,2020-2021,2020-12-04,Nîmes,32,60.0,0,0,0,0,7,0,3,1,0.5,0.4,11.0,0.0,Marseille,68,0.0,2,2,0,0,17,5,4,0,2.3,2.2,28.0,4.0,0.5861706,0.68743324,2.3101528,1.0500782
Ligue1,2020-2021,2020-12-05,Rennes,61,50.0,0,0,0,0,9,4,1,0,0.7,0.3,16.0,0.0,Lens,39,100.0,2,2,0,0,6,4,3,0,0.7,0.6,7.0,4.0,0.76893055,0.7545108,0.7186091,0.7974198
Ligue1,2020-2021,2020-12-05,Montpellier,36,50.0,1,0,0,0,17,2,1,0,1.6,1.2,20.0,1.0,Paris S-G,64,50.0,3,3,0,0,13,6,3,0,1.9,1.6,19.0,6.0,0.738556,1.008048,2.0638094,0.87885994
Ligue1,2020-2021,2020-12-06,Lille,42,66.7,2,2,0,0,10,4,3,0,1.1,1.0,18.0,4.0,Monaco,58,50.0,1,1,0,0,8,3,0,0,0.6,0.6,14.0,2.0,1.038897,0.5778338,1.0993797,0.915428
Ligue1,2020-2021,2020-12-06,Angers,48,100.0,2,1,0,0,11,4,3,0,1.9,1.6,16.0,4.0,Lorient,52,50.0,0,0,0,0,11,3,0,0,0.6,0.5,15.0,0.0,1.1815464,0.5748904,1.2562215,0.671902
Ligue1,2020-2021,2020-12-06,Dijon,41,100.0,0,0,0,0,5,1,0,0,0.4,0.3,7.0,0.0,Saint-Étienne,59,100.0,0,0,0,0,7,2,1,0,0.7,0.6,9.0,0.0,1.0418327,0.7672512,0.8999335,0.6172974
Ligue1,2020-2021,2020-12-06,Nantes,61,66.7,0,0,0,0,14,3,3,0,0.5,0.4,21.0,0.0,Strasbourg,39,100.0,4,1,2,2,12,6,2,0,3.1,0.9,21.0,5.0,1.6671946,0.94227475,1.4416217,0.65299577
Ligue1,2020-2021,2020-12-06,Bordeaux,58,66.7,1,1,0,0,20,6,0,0,1.7,0.9,31.0,2.0,Brest,42,83.3,0,0,0,0,8,3,3,0,0.3,0.2,12.0,0.0,1.5205988,0.90565205,1.831351,0.7350775
Ligue1,2020-2021,2020-12-06,Reims,36,100.0,0,0,0,0,12,0,1,0,0.5,0.2,18.0,0.0,Nice,64,0.0,0,0,0,0,9,3,2,0,0.8,0.7,13.0,0.0,0.8358809,0.8601378,1.9781394,0.78393066
Ligue1,2020-2021,2020-12-06,Metz,47,40.0,1,1,0,1,11,5,1,1,1.5,0.6,19.0,2.0,Lyon,53,0.0,3,2,0,0,18,5,0,1,2.0,1.5,35.0,6.0,1.101239,0.9122252,0.9193156,0.91923195
Ligue1,2020-2021,2020-12-11,Saint-Étienne,62,100.0,0,0,0,0,14,3,3,0,1.4,1.3,20.0,0.0,Angers,38,100.0,0,0,0,0,8,3,3,0,0.6,0.5,11.0,0.0,1.6635569,0.7899703,1.2537725,0.78060305
Ligue1,2020-2021,2020-12-12,Marseille,40,100.0,2,2,0,0,5,2,3,0,0.9,0.9,10.0,4.0,Monaco,60,0.0,1,0,1,1,8,3,2,0,1.7,0.9,18.0,2.0,0.96447057,0.7304036,0.7909831,0.89395845
Ligue1,2020-2021,2020-12-12,Lens,60,62.5,1,0,1,1,13,3,1,0,1.8,1.0,28.0,3.0,Montpellier,40,66.7,3,2,0,0,13,8,1,0,1.5,0.9,23.0,6.0,1.1643236,1.0600291,0.7064886,0.5862132
Ligue1,2020-2021,2020-12-13,Nice,54,80.0,0,0,0,0,11,3,2,0,1.5,1.1,18.0,0.0,Rennes,46,100.0,1,1,0,0,16,5,1,0,1.4,1.3,27.0,1.0,1.3435513,0.96366584,1.5208373,0.64763397
Ligue1,2020-2021,2020-12-13,Brest,52,75.0,2,1,0,1,9,5,1,0,2.9,1.0,14.0,3.0,Reims,48,60.0,1,0,0,0,10,4,1,0,0.7,0.7,15.0,0.0,0.8759501,0.6942046,1.025821,0.94582725
Ligue1,2020-2021,2020-12-13,Lorient,45,50.0,3,2,1,1,12,4,2,0,2.9,2.1,23.0,6.0,Nîmes,55,50.0,0,0,0,0,6,2,0,0,0.4,0.4,9.0,0.0,1.3264604,0.59281534,0.8009709,0.5905551
Ligue1,2020-2021,2020-12-13,Nantes,37,66.7,1,0,1,1,16,5,2,0,2.5,1.3,28.0,2.0,Dijon,63,100.0,1,1,0,0,13,3,2,0,1.2,1.0,20.0,2.0,1.0247431,0.564326,1.1759332,0.64164084
Ligue1,2020-2021,2020-12-13,Strasbourg,58,0.0,2,2,0,0,17,4,3,0,1.3,1.1,20.0,3.0,Metz,42,50.0,2,1,1,2,4,1,5,0,1.8,0.3,11.0,3.0,0.8535925,0.68641573,1.2709811,1.5925176
Ligue1,2020-2021,2020-12-13,Lille,56,66.7,2,2,0,0,15,5,0,0,1.3,1.1,23.0,4.0,Bordeaux,44,60.0,1,1,0,0,4,3,2,0,0.6,0.5,6.0,1.0,1.122513,0.74690795,1.0351889,0.8205379
Ligue1,2020-2021,2020-12-13,Paris S-G,62,80.0,0,0,0,0,7,1,4,0,0.3,0.3,12.0,0.0,Lyon,38,100.0,1,1,0,0,9,5,1,1,0.9,0.7,13.0,1.0,1.9104929,0.91855425,1.0244917,1.0144787
Ligue1,2020-2021,2020-12-16,Reims,46,71.4,3,2,1,1,12,3,2,0,1.7,0.8,20.0,3.0,Nantes,54,33.3,2,1,0,0,18,7,2,0,1.6,0.5,24.0,1.0,0.7904767,0.75579906,1.309069,0.6430136
Ligue1,2020-2021,2020-12-16,Montpellier,58,80.0,0,0,0,0,14,3,3,0,0.9,0.6,21.0,0.0,Metz,42,100.0,2,1,1,1,8,5,3,0,1.4,0.6,11.0,3.0,1.4700668,0.93497986,1.0669324,0.7182268
Ligue1,2020-2021,2020-12-16,Dijon,46,60.0,0,0,0,0,6,1,0,0,0.2,0.1,8.0,0.0,Lille,54,100.0,2,1,0,0,10,5,0,0,1.1,1.0,16.0,2.0,0.9698757,0.6482147,0.6870184,0.7511107
Ligue1,2020-2021,2020-12-16,Nîmes,45,66.7,0,0,0,0,14,3,1,0,0.9,0.9,23.0,0.0,Nice,55,100.0,2,1,0,0,14,6,2,1,2.0,1.9,23.0,2.0,1.0194292,0.8687687,1.3640025,1.153785
Ligue1,2020-2021,2020-12-16,Angers,56,33.3,0,0,0,0,8,2,1,0,0.3,0.3,15.0,0.0,Strasbourg,44,100.0,2,2,0,0,7,3,2,0,0.6,0.6,10.0,4.0,1.307895,0.6965348,1.5320797,0.5741611
Ligue1,2020-2021,2020-12-16,Monaco,33,25.0,0,0,0,0,7,1,2,1,0.9,0.9,12.0,0.0,Lens,67,100.0,3,3,0,0,9,4,4,0,1.2,1.1,15.0,6.0,0.93913597,0.5978159,2.1212668,1.2927563
Ligue1,2020-2021,2020-12-16,Paris S-G,74,100.0,2,1,1,1,23,7,3,0,2.5,1.5,38.0,4.0,Lorient,26,85.7,0,0,0,0,8,3,0,1,1.4,0.9,13.0,0.0,2.4106104,1.1246605,0.9733379,0.7557064
Ligue1,2020-2021,2020-12-16,Bordeaux,53,75.0,1,1,0,0,11,3,3,0,0.9,0.7,17.0,2.0,Saint-Étienne,47,66.7,2,1,0,0,19,8,2,0,2.0,1.7,35.0,3.0,0.8457221,0.7007475,1.3117771,0.6703368
Ligue1,2020-2021,2020-12-16,Rennes,68,0.0,2,2,0,0,15,5,1,0,1.5,1.4,19.0,4.0,Marseille,32,60.0,1,1,0,0,8,1,4,1,0.8,0.4,13.0,2.0,1.0578008,0.92418283,1.0727879,0.6348643
Ligue1,2020-2021,2020-12-16,Lyon,56,0.0,2,1,1,1,27,10,3,0,3.5,1.9,42.0,4.0,Brest,44,90.0,1,0,1,1,7,1,0,1,1.5,0.6,15.0,2.0,1.1437306,0.7529642,1.366672,0.70735425
Ligue1,2020-2021,2020-12-19,Metz,39,100.0,2,2,0,0,13,4,1,0,1.0,0.9,21.0,4.0,Lens,61,50.0,0,0,0,0,17,3,1,0,1.1,0.8,26.0,0.0,0.94857496,0.97371495,1.2196143,0.9200094
Ligue1,2020-2021,2020-12-19,Marseille,70,0.0,1,1,0,0,12,6,1,0,2.2,1.1,16.0,2.0,Reims,30,83.3,0,0,0,0,3,1,3,0,0.2,0.1,6.0,2.0,1.6726663,1.0268344,0.59582764,1.0533972
