0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
297,Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-324,1996,23,12,"1,324",14.7,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,3.1,3.1,1.1,4.1,0.21,0.07,0.28,0.21,0.28,Matches
298,Alex McCarthy,eng ENG,GK,Southampton,31-142,1989,26,26,"2,340",26.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
299,James McCarthy,ie IRL,MF,Crystal Palace,30-163,1990,12,7,573,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
300,John McGinn,sco SCO,MF,Aston Villa,26-188,1994,30,30,"2,700",30.0,2,5,2,0,0,7,0,0.07,0.17,0.23,0.07,0.23,1.9,1.9,2.4,4.4,0.06,0.08,0.15,0.06,0.15,Matches
301,David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-146,1987,29,22,"1,865",20.7,6,1,6,0,0,6,0,0.29,0.05,0.34,0.29,0.34,5.3,5.3,1.2,6.5,0.26,0.06,0.31,0.26,0.31,Matches
302,Dwight McNeil,eng ENG,MF,Burnley,21-153,1999,30,28,"2,587",28.7,2,3,2,0,0,1,0,0.07,0.10,0.17,0.07,0.17,1.0,1.0,4.6,5.5,0.03,0.16,0.19,0.03,0.19,Matches
303,Scott McTominay,sco SCO,MF,Manchester Utd,24-137,1996,28,20,"1,798",20.0,4,1,4,0,0,2,0,0.20,0.05,0.25,0.20,0.25,1.8,1.8,0.9,2.7,0.09,0.04,0.13,0.09,0.13,Matches
304,Ben Mee,eng ENG,DF,Burnley,31-213,1989,25,25,"2,243",24.9,2,0,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.1,1.6,0.06,0.01,0.06,0.06,0.06,Matches
305,Benjamin Mendy,fr FRA,DF,Manchester City,26-281,1994,10,9,767,8.5,2,0,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
306,Edouard Mendy,sn SEN,GK,Chelsea,29-054,1992,26,26,"2,340",26.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,Nampalys Mendy,sn SEN,MF,Leicester City,28-305,1992,21,15,"1,375",15.3,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.4,0.00,0.02,0.03,0.00,0.03,Matches
308,Illan Meslier,fr FRA,GK,Leeds United,21-053,2000,31,31,"2,790",31.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
309,Luka Milivojević,rs SRB,MF,Crystal Palace,30-017,1991,27,23,"2,033",22.6,1,1,0,1,1,7,1,0.04,0.04,0.09,0.00,0.04,1.4,0.6,1.2,1.8,0.06,0.05,0.11,0.03,0.08,Matches
310,James Milner,eng ENG,"MF,DF",Liverpool,35-110,1986,23,11,"1,020",11.3,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.2,1.6,0.03,0.11,0.14,0.03,0.14,Matches
311,Yerry Mina,co COL,DF,Everton,26-213,1994,22,21,"1,786",19.8,2,0,2,0,0,2,0,0.10,0.00,0.10,0.10,0.10,1.1,1.1,0.0,1.1,0.06,0.00,0.06,0.06,0.06,Matches
312,Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-098,1995,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.20,0.00,0.20,0.20,0.20,Matches
313,Takumi Minamino,jp JPN,"MF,FW",Southampton,26-098,1995,6,5,410,4.6,2,0,2,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.7,0.7,0.2,0.9,0.15,0.05,0.20,0.15,0.20,Matches
314,Tyrone Mings,eng ENG,DF,Aston Villa,28-042,1993,30,30,"2,654",29.5,2,2,2,0,0,6,1,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.6,2.3,0.06,0.02,0.08,0.06,0.08,Matches
315,Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-235,1999,13,13,"1,170",13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,Matches
316,Aleksandar Mitrović,rs SRB,FW,Fulham,26-220,1994,25,12,"1,302",14.5,3,3,2,1,2,3,0,0.21,0.21,0.41,0.14,0.35,6.4,4.9,2.5,7.4,0.44,0.18,0.62,0.34,0.51,Matches
317,Jakub Moder,pl POL,DF,Brighton,22-017,1999,6,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.19,0.03,0.21,0.19,0.21,Matches
318,Jayson Molumby,ie IRL,MF,Brighton,21-261,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Wes Morgan,jm JAM,DF,Leicester City,37-093,1984,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
320,Mason Mount,eng ENG,"MF,FW",Chelsea,22-104,1999,31,27,"2,455",27.3,6,4,5,1,1,2,0,0.22,0.15,0.37,0.18,0.33,5.6,4.8,5.9,10.7,0.21,0.22,0.42,0.18,0.39,Matches
321,Lucas Moura,br BRA,"FW,MF",Tottenham,28-254,1992,28,14,"1,364",15.2,3,4,3,0,0,0,0,0.20,0.26,0.46,0.20,0.46,2.2,2.2,2.2,4.4,0.15,0.14,0.29,0.15,0.29,Matches
322,Lys Mousset,fr FRA,"FW,MF",Sheffield Utd,25-075,1996,10,2,288,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.1,0.23,0.10,0.33,0.23,0.33,Matches
323,João Moutinho,pt POR,MF,Wolves,34-228,1986,29,24,"2,179",24.2,1,1,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08,0.5,0.5,2.3,2.8,0.02,0.09,0.11,0.02,0.11,Matches
324,Joel Mumbongo,se SWE,FW,Burnley,22-105,1999,4,0,40,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
325,Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,26-059,1995,20,11,"1,086",12.1,2,2,2,0,0,3,0,0.17,0.17,0.33,0.17,0.33,1.1,1.1,1.8,2.9,0.09,0.15,0.24,0.09,0.24,Matches
326,Shkodran Mustafi,de GER,DF,Arsenal,29-007,1992,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
327,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-095,1994,11,7,571,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.01,0.01,0.01,Matches
328,Iliman Ndiaye,fr FRA,MF,Sheffield Utd,21-276,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
329,Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-129,1996,20,19,"1,664",18.5,1,3,1,0,0,5,0,0.05,0.16,0.22,0.05,0.22,0.6,0.6,1.0,1.5,0.03,0.05,0.08,0.03,0.08,Matches
330,Tanguy Ndombele,fr FRA,MF,Tottenham,24-117,1996,30,28,"2,054",22.8,3,2,3,0,0,3,0,0.13,0.09,0.22,0.13,0.22,1.4,1.4,2.4,3.8,0.06,0.11,0.17,0.06,0.17,Matches
331,Reiss Nelson,eng ENG,FW,Arsenal,21-135,1999,2,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
332,Pedro Neto,pt POR,"FW,MF",Wolves,21-046,2000,31,30,"2,550",28.3,5,6,5,0,0,4,0,0.18,0.21,0.39,0.18,0.39,4.8,4.8,6.1,11.0,0.17,0.22,0.39,0.17,0.39,Matches
333,Rúben Neves,pt POR,MF,Wolves,24-042,1997,30,26,"2,259",25.1,5,1,2,3,3,7,0,0.20,0.04,0.24,0.08,0.12,4.8,2.5,1.8,4.3,0.19,0.07,0.26,0.10,0.17,Matches
334,Eddie Nketiah,eng ENG,FW,Arsenal,21-329,1999,17,4,423,4.7,2,1,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,2.3,2.3,0.8,3.1,0.58,0.21,0.79,0.58,0.79,Matches
335,Niels Nkounkou,fr FRA,DF,Everton,20-174,2000,1,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
336,Dan Nlundulu,eng ENG,FW,Southampton,22-078,1999,12,0,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.02,0.10,0.08,0.10,Matches
337,Mark Noble,eng ENG,MF,West Ham,33-351,1987,19,7,637,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.00,0.02,0.02,0.00,0.02,Matches
338,Oliver Norwood,nir NIR,MF,Sheffield Utd,30-012,1991,26,20,"1,680",18.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.3,1.5,0.01,0.07,0.08,0.01,0.08,Matches
339,Jack O'Connell,eng ENG,DF,Sheffield Utd,27-026,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
340,Dara O'Shea,ie IRL,DF,West Brom,22-051,1999,25,23,"2,006",22.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.01,0.01,0.01,0.01,Matches
341,Michael Obafemi,ie IRL,FW,Southampton,20-292,2000,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Denis Odoi,be BEL,DF,Fulham,32-332,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
343,Angelo Ogbonna,it ITA,DF,West Ham,32-336,1988,24,24,"2,132",23.7,2,0,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.1,1.1,1.0,2.1,0.05,0.04,0.09,0.05,0.09,Matches
344,Robin Olsen,se SWE,GK,Everton,31-106,1990,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
345,Josh Onomah,eng ENG,MF,Fulham,23-362,1997,7,2,171,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.24,0.01,0.25,0.24,0.25,Matches
346,Divock Origi,be BEL,FW,Liverpool,26-006,1995,9,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.44,0.11,0.55,0.44,0.55,Matches
347,Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-262,1994,18,12,"1,165",12.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,1.5,2.5,0.07,0.12,0.19,0.07,0.19,Matches
348,Owen Otasowie,us USA,MF,Wolves,20-004,2001,5,1,117,1.3,0,1,0,0,0,1,0,0.00,0.77,0.77,0.00,0.77,0.4,0.4,0.1,0.6,0.33,0.11,0.44,0.33,0.44,Matches
349,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27-252,1993,10,2,238,2.6,0,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.3,0.3,0.2,0.5,0.12,0.09,0.21,0.12,0.21,Matches
350,Emerson Palmieri,it ITA,DF,Chelsea,26-264,1994,2,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
351,Thomas Partey,gh GHA,MF,Arsenal,27-315,1993,19,15,"1,256",14.0,0,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,0.8,0.8,0.9,1.7,0.06,0.07,0.13,0.06,0.13,Matches
352,Rui Patrício,pt POR,GK,Wolves,33-068,1988,32,32,"2,879",32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
353,Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-177,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
354,Lee Peltier,eng ENG,DF,West Brom,34-134,1986,4,3,229,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
355,Nicolas Pépé,ci CIV,FW,Arsenal,25-330,1995,25,13,"1,333",14.8,5,1,4,1,1,1,1,0.34,0.07,0.41,0.27,0.34,6.0,5.2,0.8,6.0,0.43,0.05,0.48,0.37,0.43,Matches
356,Matheus Pereira,br BRA,"MF,FW",West Brom,24-354,1996,28,25,"2,127",23.6,8,5,5,3,3,2,1,0.34,0.21,0.55,0.21,0.42,5.5,3.2,4.1,7.3,0.23,0.17,0.41,0.14,0.31,Matches
357,Ricardo Pereira,pt POR,DF,Leicester City,27-200,1993,12,9,838,9.3,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,0.3,0.8,0.05,0.03,0.08,0.05,0.08,Matches
358,Ayoze Pérez,es ESP,"FW,MF",Leicester City,27-275,1993,19,13,"1,072",11.9,2,0,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,2.4,2.4,1.1,3.5,0.20,0.09,0.29,0.20,0.29,Matches
359,Kalvin Phillips,eng ENG,MF,Leeds United,25-143,1995,24,24,"2,112",23.5,0,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,3.5,3.8,0.01,0.15,0.16,0.01,0.16,Matches
360,Matt Phillips,sco SCO,"MF,DF",West Brom,30-042,1991,27,16,"1,386",15.4,2,1,2,0,0,1,0,0.13,0.06,0.19,0.13,0.19,2.4,2.4,2.1,4.5,0.16,0.13,0.29,0.16,0.29,Matches
361,Nathaniel Phillips,eng ENG,DF,Liverpool,24-034,1997,12,10,"1,006",11.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.01,0.02,0.04,0.01,0.04,Matches
362,Jordan Pickford,eng ENG,GK,Everton,27-048,1994,25,25,"2,202",24.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
363,Erik Pieters,nl NED,"DF,MF",Burnley,32-260,1988,20,13,"1,266",14.1,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05,Matches
364,Daniel Podence,pt POR,"FW,MF",Wolves,25-185,1995,21,20,"1,505",16.7,3,2,3,0,0,3,0,0.18,0.12,0.30,0.18,0.30,2.9,2.9,1.8,4.7,0.17,0.11,0.28,0.17,0.28,Matches
365,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,28-040,1993,22,18,"1,612",17.9,3,3,3,0,0,3,0,0.17,0.17,0.33,0.17,0.33,1.8,1.8,1.5,3.4,0.10,0.09,0.19,0.10,0.19,Matches
366,Nick Pope,eng ENG,GK,Burnley,29-005,1992,29,29,"2,610",29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
367,Dennis Praet,be BEL,"MF,FW",Leicester City,26-345,1994,15,10,718,8.0,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,0.5,0.5,0.8,1.3,0.07,0.10,0.16,0.07,0.16,Matches
368,Davy Pröpper,nl NED,MF,Brighton,29-234,1991,7,2,213,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
369,Christian Pulisic,us USA,"FW,MF",Chelsea,22-218,1998,22,13,"1,305",14.5,4,1,4,0,0,2,0,0.28,0.07,0.34,0.28,0.34,4.2,4.2,2.3,6.4,0.29,0.16,0.44,0.29,0.44,Matches
370,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-345,1998,32,32,"2,880",32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
371,Jacob Ramsey,eng ENG,MF,Aston Villa,19-331,2001,16,5,462,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.05,0.04,0.10,0.05,0.10,Matches
372,Kayne Ramsey,eng ENG,DF,Southampton,20-196,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
373,Darren Randolph,ie IRL,GK,West Ham,33-347,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
374,Marcus Rashford,eng ENG,FW,Manchester Utd,23-175,1997,32,30,"2,601",28.9,10,8,10,0,0,4,0,0.35,0.28,0.62,0.35,0.62,8.4,8.4,3.0,11.4,0.29,0.11,0.39,0.29,0.39,Matches
375,Tim Ream,us USA,DF,Fulham,33-201,1987,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
376,Nathan Redmond,eng ENG,"MF,FW",Southampton,27-049,1994,23,12,"1,267",14.1,2,2,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,2.4,2.4,2.2,4.6,0.17,0.15,0.33,0.17,0.33,Matches
377,Harrison Reed,eng ENG,MF,Fulham,26-087,1995,29,24,"2,126",23.6,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.4,1.7,0.01,0.06,0.07,0.01,0.07,Matches
378,Sergio Reguilón,es ESP,DF,Tottenham,24-129,1996,22,21,"1,794",19.9,0,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,1.2,1.2,1.5,2.8,0.06,0.08,0.14,0.06,0.14,Matches
379,Bobby Reid,jm JAM,"FW,MF",Fulham,28-081,1993,28,23,"1,947",21.6,5,0,5,0,0,7,0,0.23,0.00,0.23,0.23,0.23,4.5,4.5,0.9,5.4,0.21,0.04,0.25,0.21,0.25,Matches
380,Declan Rice,eng ENG,MF,West Ham,22-100,1999,29,29,"2,610",29.0,1,1,0,1,1,2,0,0.03,0.03,0.07,0.00,0.03,2.0,1.3,2.0,3.3,0.07,0.07,0.14,0.04,0.11,Matches
381,Lewis Richardson,eng ENG,"FW,MF",Burnley,18-076,2003,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
382,Richarlison,br BRA,FW,Everton,23-349,1997,28,27,"2,341",26.0,6,3,5,1,1,3,1,0.23,0.12,0.35,0.19,0.31,9.6,8.9,2.6,11.4,0.38,0.10,0.49,0.35,0.46,Matches
383,Jaïro Riedewald,nl NED,MF,Crystal Palace,24-227,1996,27,15,"1,469",16.3,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.9,1.5,0.04,0.06,0.09,0.04,0.09,Matches
384,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,31-226,1989,12,9,817,9.1,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.9,1.1,0.03,0.09,0.12,0.03,0.12,Matches
385,Tyler Roberts,wal WAL,"MF,FW",Leeds United,22-102,1999,21,11,"1,068",11.9,0,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,1.6,1.6,1.5,3.1,0.13,0.13,0.26,0.13,0.26,Matches
386,Andrew Robertson,sco SCO,DF,Liverpool,27-044,1994,32,32,"2,844",31.6,1,5,1,0,0,2,0,0.03,0.16,0.19,0.03,0.19,1.3,1.3,5.5,6.8,0.04,0.18,0.22,0.04,0.22,Matches
387,Antonee Robinson,us USA,DF,Fulham,23-259,1997,26,22,"1,982",22.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.4,2.0,0.02,0.06,0.09,0.02,0.09,Matches
388,Callum Robinson,ie IRL,"FW,MF",West Brom,26-081,1995,24,17,"1,354",15.0,5,0,5,0,0,0,0,0.33,0.00,0.33,0.33,0.33,2.5,2.5,0.8,3.3,0.17,0.05,0.22,0.17,0.22,Matches
389,Jack Robinson,eng ENG,DF,Sheffield Utd,27-235,1993,8,6,607,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches
390,Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,31-338,1989,15,0,326,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
391,Marek Rodák,sk SVK,GK,Fulham,24-132,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
392,Joe Rodon,wal WAL,DF,Tottenham,23-184,1997,11,8,732,8.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
393,Rodri,es ESP,MF,Manchester City,24-306,1996,29,27,"2,353",26.1,2,1,1,1,1,4,0,0.08,0.04,0.11,0.04,0.08,2.2,1.5,1.5,3.0,0.09,0.06,0.14,0.06,0.12,Matches
394,Rodrigo,es ESP,"MF,FW",Leeds United,30-049,1991,21,12,"1,089",12.1,3,1,3,0,0,3,0,0.25,0.08,0.33,0.25,0.33,3.8,3.8,1.8,5.7,0.32,0.15,0.47,0.32,0.47,Matches
395,James Rodríguez,co COL,"FW,MF",Everton,29-286,1991,22,20,"1,687",18.7,6,4,6,0,0,3,0,0.32,0.21,0.53,0.32,0.53,3.2,3.2,5.2,8.4,0.18,0.29,0.47,0.18,0.47,Matches
396,Jay Rodriguez,eng ENG,"FW,MF",Burnley,31-269,1989,26,12,"1,146",12.7,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,1.5,1.5,1.7,3.3,0.12,0.14,0.26,0.12,0.26,Matches
397,Oriol Romeu,es ESP,MF,Southampton,29-212,1991,20,20,"1,732",19.2,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.1,1.5,0.02,0.06,0.08,0.02,0.08,Matches
398,John Ruddy,eng ENG,GK,Wolves,34-182,1986,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
399,Antonio Rüdiger,de GER,DF,Chelsea,28-052,1993,15,15,"1,350",15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.02,0.02,0.04,0.02,0.04,Matches
400,Mathew Ryan,au AUS,GK,Brighton,29-016,1992,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
401,Mathew Ryan,au AUS,GK,Arsenal,29-016,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
402,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,24-043,1997,19,13,"1,073",11.9,3,4,3,0,0,0,0,0.25,0.34,0.59,0.25,0.59,1.8,1.8,2.7,4.5,0.15,0.23,0.38,0.15,0.38,Matches
403,Romain Saïss,ma MAR,DF,Wolves,31-029,1990,23,23,"2,047",22.7,3,0,3,0,0,2,0,0.13,0.00,0.13,0.13,0.13,3.0,3.0,0.2,3.2,0.13,0.01,0.14,0.13,0.14,Matches
404,Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-231,2001,28,27,"2,317",25.7,5,2,5,0,0,1,0,0.19,0.08,0.27,0.19,0.27,6.6,6.6,4.3,10.9,0.27,0.17,0.44,0.27,0.44,Matches
405,Mamadou Sakho,fr FRA,DF,Crystal Palace,31-070,1990,4,3,276,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
406,Mohamed Salah,eg EGY,FW,Liverpool,28-313,1992,31,28,"2,543",28.3,19,3,13,6,6,0,0,0.67,0.11,0.78,0.46,0.57,16.7,12.2,4.3,16.4,0.59,0.15,0.74,0.43,0.58,Matches
407,Mohammed Salisu,gh GHA,DF,Southampton,22-007,1999,7,5,453,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.07,0.01,0.07,0.07,0.07,Matches
408,Davinson Sánchez,co COL,DF,Tottenham,24-316,1996,17,16,"1,396",15.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.07,0.00,0.07,0.07,0.07,Matches
409,Robert Sánchez,es ESP,GK,Brighton,23-157,1997,21,21,"1,890",21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
410,Morgan Sanson,fr FRA,MF,Aston Villa,26-249,1994,9,3,294,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
411,Romaine Sawyers,kn SKN,MF,West Brom,29-173,1991,19,17,"1,487",16.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
412,Dane Scarlett,eng ENG,FW,Tottenham,17-031,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
