League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,59,Steven Bergwijn,nl NED,"FW,MF",Tottenham,23-198,1997,https://fbref.com/en/players/a29b1131/matchlogs/2020-2021/summary/Steven-Bergwijn-Match-Logs
EPL,2020-2021,60,Bernard,br BRA,"FW,MF",Everton,28-228,1992,https://fbref.com/en/players/ab4b3e35/matchlogs/2020-2021/summary/Bernard-Match-Logs
EPL,2020-2021,61,Bernardo,br BRA,"DF,MF",Brighton,25-345,1995,https://fbref.com/en/players/17370b95/matchlogs/2020-2021/summary/Bernardo-Match-Logs
EPL,2020-2021,62,Ryan Bertrand,eng ENG,DF,Southampton,31-262,1989,https://fbref.com/en/players/01226327/matchlogs/2020-2021/summary/Ryan-Bertrand-Match-Logs
EPL,2020-2021,63,Yves Bissouma,ml MLI,MF,Brighton,24-237,1996,https://fbref.com/en/players/6c203af0/matchlogs/2020-2021/summary/Yves-Bissouma-Match-Logs
EPL,2020-2021,64,Jayden Bogle,eng ENG,DF,Sheffield Utd,20-271,2000,https://fbref.com/en/players/ae5019e6/matchlogs/2020-2021/summary/Jayden-Bogle-Match-Logs
EPL,2020-2021,65,Willy Boly,ci CIV,DF,Wolves,30-080,1991,https://fbref.com/en/players/a4ac4b8f/matchlogs/2020-2021/summary/Willy-Boly-Match-Logs
EPL,2020-2021,66,Jarrod Bowen,eng ENG,"FW,MF",West Ham,24-125,1996,https://fbref.com/en/players/79c84d1c/matchlogs/2020-2021/summary/Jarrod-Bowen-Match-Logs
EPL,2020-2021,67,Robbie Brady,ie IRL,MF,Burnley,29-100,1992,https://fbref.com/en/players/96bb8cc2/matchlogs/2020-2021/summary/Robbie-Brady-Match-Logs
EPL,2020-2021,68,Rhian Brewster,eng ENG,FW,Sheffield Utd,21-023,2000,https://fbref.com/en/players/30e81a88/matchlogs/2020-2021/summary/Rhian-Brewster-Match-Logs
EPL,2020-2021,69,Nathan Broadhead,wal WAL,MF,Everton,23-019,1998,https://fbref.com/en/players/43309491/matchlogs/2020-2021/summary/Nathan-Broadhead-Match-Logs
EPL,2020-2021,70,Josh Brownhill,eng ENG,MF,Burnley,25-126,1995,https://fbref.com/en/players/47369df8/matchlogs/2020-2021/summary/Josh-Brownhill-Match-Logs
EPL,2020-2021,71,Joe Bryan,eng ENG,"DF,FW",Fulham,27-219,1993,https://fbref.com/en/players/af69e7f0/matchlogs/2020-2021/summary/Joe-Bryan-Match-Logs
EPL,2020-2021,72,Kean Bryan,eng ENG,DF,Sheffield Utd,24-174,1996,https://fbref.com/en/players/c684d3c9/matchlogs/2020-2021/summary/Kean-Bryan-Match-Logs
EPL,2020-2021,73,Oliver Burke,sco SCO,FW,Sheffield Utd,24-017,1997,https://fbref.com/en/players/f631c17f/matchlogs/2020-2021/summary/Oliver-Burke-Match-Logs
EPL,2020-2021,74,Dan Burn,eng ENG,DF,Brighton,28-350,1992,https://fbref.com/en/players/b2d31e83/matchlogs/2020-2021/summary/Dan-Burn-Match-Logs
EPL,2020-2021,75,David Button,eng ENG,GK,West Brom,32-056,1989,https://fbref.com/en/players/e608ed4c/matchlogs/2020-2021/summary/David-Button-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,76,Oskar Buur,dk DEN,DF,Wolves,23-024,1998,https://fbref.com/en/players/aa6f2f2c/matchlogs/2020-2021/summary/Oskar-Buur-Match-Logs
EPL,2020-2021,77,Willy Caballero,ar ARG,GK,Chelsea,39-208,1981,https://fbref.com/en/players/a179d516/matchlogs/2020-2021/summary/Willy-Caballero-Match-Logs
EPL,2020-2021,78,Gary Cahill,eng ENG,DF,Crystal Palace,35-126,1985,https://fbref.com/en/players/7914b9fe/matchlogs/2020-2021/summary/Gary-Cahill-Match-Logs
EPL,2020-2021,79,Tom Cairney,sco SCO,MF,Fulham,30-094,1991,https://fbref.com/en/players/a8748947/matchlogs/2020-2021/summary/Tom-Cairney-Match-Logs
EPL,2020-2021,80,Dominic Calvert-Lewin,eng ENG,FW,Everton,24-039,1997,https://fbref.com/en/players/59e6e5bf/matchlogs/2020-2021/summary/Dominic-Calvert-Lewin-Match-Logs
EPL,2020-2021,81,João Cancelo,pt POR,DF,Manchester City,26-332,1994,https://fbref.com/en/players/bd6351cd/matchlogs/2020-2021/summary/Joao-Cancelo-Match-Logs
EPL,2020-2021,82,Ian Carlo Poveda,eng ENG,"MF,DF",Leeds United,21-074,2000,https://fbref.com/en/players/55b4f1d6/matchlogs/2020-2021/summary/Ian-Carlo-Poveda-Match-Logs
EPL,2020-2021,83,Andy Carroll,eng ENG,FW,Newcastle Utd,32-108,1989,https://fbref.com/en/players/b581987a/matchlogs/2020-2021/summary/Andy-Carroll-Match-Logs
EPL,2020-2021,84,Matty Cash,eng ENG,DF,Aston Villa,23-260,1997,https://fbref.com/en/players/2389cdc2/matchlogs/2020-2021/summary/Matty-Cash-Match-Logs
EPL,2020-2021,85,Kiko Casilla,es ESP,GK,Leeds United,34-204,1986,https://fbref.com/en/players/58bc7d18/matchlogs/2020-2021/summary/Kiko-Casilla-Match-Logs
EPL,2020-2021,86,Timothy Castagne,be BEL,DF,Leicester City,25-140,1995,https://fbref.com/en/players/197640fd/matchlogs/2020-2021/summary/Timothy-Castagne-Match-Logs
EPL,2020-2021,87,Jonny Castro,es ESP,DF,Wolves,27-052,1994,https://fbref.com/en/players/e28868f3/matchlogs/2020-2021/summary/Jonny-Castro-Match-Logs
EPL,2020-2021,88,Ivan Cavaleiro,pt POR,"FW,MF",Fulham,27-188,1993,https://fbref.com/en/players/979b811d/matchlogs/2020-2021/summary/Ivan-Cavaleiro-Match-Logs
EPL,2020-2021,89,Edinson Cavani,uy URU,FW,Manchester Utd,34-069,1987,https://fbref.com/en/players/527f063d/matchlogs/2020-2021/summary/Edinson-Cavani-Match-Logs
EPL,2020-2021,90,Dani Ceballos,es ESP,MF,Arsenal,24-260,1996,https://fbref.com/en/players/c0617e2b/matchlogs/2020-2021/summary/Dani-Ceballos-Match-Logs
EPL,2020-2021,91,Calum Chambers,eng ENG,DF,Arsenal,26-094,1995,https://fbref.com/en/players/dc6f5bdd/matchlogs/2020-2021/summary/Calum-Chambers-Match-Logs
EPL,2020-2021,92,Ben Chilwell,eng ENG,DF,Chelsea,24-124,1996,https://fbref.com/en/players/d2424d1b/matchlogs/2020-2021/summary/Ben-Chilwell-Match-Logs
EPL,2020-2021,93,Hamza Choudhury,eng ENG,MF,Leicester City,23-205,1997,https://fbref.com/en/players/7d2d3329/matchlogs/2020-2021/summary/Hamza-Choudhury-Match-Logs
EPL,2020-2021,94,Andreas Christensen,dk DEN,DF,Chelsea,25-014,1996,https://fbref.com/en/players/1cb49278/matchlogs/2020-2021/summary/Andreas-Christensen-Match-Logs
EPL,2020-2021,95,Ciaran Clark,ie IRL,DF,Newcastle Utd,31-210,1989,https://fbref.com/en/players/2b91cf8e/matchlogs/2020-2021/summary/Ciaran-Clark-Match-Logs
EPL,2020-2021,96,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30-019,1991,https://fbref.com/en/players/0442183b/matchlogs/2020-2021/summary/Nathaniel-Clyne-Match-Logs
EPL,2020-2021,97,Conor Coady,eng ENG,DF,Wolves,28-058,1993,https://fbref.com/en/players/2928dca2/matchlogs/2020-2021/summary/Conor-Coady-Match-Logs
EPL,2020-2021,98,Séamus Coleman,ie IRL,DF,Everton,32-195,1988,https://fbref.com/en/players/0420d84f/matchlogs/2020-2021/summary/Seamus-Coleman-Match-Logs
EPL,2020-2021,99,Aaron Connolly,ie IRL,FW,Brighton,21-086,2000,https://fbref.com/en/players/27c01749/matchlogs/2020-2021/summary/Aaron-Connolly-Match-Logs
EPL,2020-2021,100,Liam Cooper,sco SCO,DF,Leeds United,29-237,1991,https://fbref.com/en/players/dc64b8b3/matchlogs/2020-2021/summary/Liam-Cooper-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,101,Jack Cork,eng ENG,MF,Burnley,31-303,1989,https://fbref.com/en/players/74e12f1e/matchlogs/2020-2021/summary/Jack-Cork-Match-Logs
EPL,2020-2021,102,Hélder Costa,pt POR,"MF,FW",Leeds United,27-102,1994,https://fbref.com/en/players/f13d02a6/matchlogs/2020-2021/summary/Helder-Costa-Match-Logs
EPL,2020-2021,103,Vladimír Coufal,cz CZE,DF,West Ham,28-245,1992,https://fbref.com/en/players/fdf3cb77/matchlogs/2020-2021/summary/Vladimir-Coufal-Match-Logs
EPL,2020-2021,104,Aaron Cresswell,eng ENG,DF,West Ham,31-130,1989,https://fbref.com/en/players/4f974391/matchlogs/2020-2021/summary/Aaron-Cresswell-Match-Logs
EPL,2020-2021,105,Patrick Cutrone,it ITA,"FW,MF",Wolves,23-111,1998,https://fbref.com/en/players/a4fe8cda/matchlogs/2020-2021/summary/Patrick-Cutrone-Match-Logs
EPL,2020-2021,106,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30-005,1991,https://fbref.com/en/players/67ca8566/matchlogs/2020-2021/summary/Stuart-Dallas-Match-Logs
EPL,2020-2021,107,Scott Dann,eng ENG,DF,Crystal Palace,34-069,1987,https://fbref.com/en/players/52105203/matchlogs/2020-2021/summary/Scott-Dann-Match-Logs
EPL,2020-2021,108,Karl Darlow,eng ENG,GK,Newcastle Utd,30-198,1990,https://fbref.com/en/players/cde3309f/matchlogs/2020-2021/summary/Karl-Darlow-Match-Logs
EPL,2020-2021,109,Ben Davies,wal WAL,DF,Tottenham,28-000,1993,https://fbref.com/en/players/44781702/matchlogs/2020-2021/summary/Ben-Davies-Match-Logs
EPL,2020-2021,110,Tom Davies,eng ENG,MF,Everton,22-298,1998,https://fbref.com/en/players/9228b07c/matchlogs/2020-2021/summary/Tom-Davies-Match-Logs
EPL,2020-2021,111,Keinan Davis,eng ENG,"FW,MF",Aston Villa,23-070,1998,https://fbref.com/en/players/9deaf2c8/matchlogs/2020-2021/summary/Keinan-Davis-Match-Logs
EPL,2020-2021,112,Leif Davis,eng ENG,DF,Leeds United,21-102,2000,https://fbref.com/en/players/8574c61f/matchlogs/2020-2021/summary/Leif-Davis-Match-Logs
EPL,2020-2021,113,Craig Dawson,eng ENG,DF,West Ham,30-353,1990,https://fbref.com/en/players/3e9e06cb/matchlogs/2020-2021/summary/Craig-Dawson-Match-Logs
EPL,2020-2021,114,Kevin De Bruyne,be BEL,MF,Manchester City,29-300,1991,https://fbref.com/en/players/e46012d4/matchlogs/2020-2021/summary/Kevin-De-Bruyne-Match-Logs
EPL,2020-2021,115,Liam Delap,eng ENG,FW,Manchester City,18-075,2003,https://fbref.com/en/players/dd897ee7/matchlogs/2020-2021/summary/Liam-Delap-Match-Logs
EPL,2020-2021,116,Fabian Delph,eng ENG,"MF,DF",Everton,31-154,1989,https://fbref.com/en/players/111c3236/matchlogs/2020-2021/summary/Fabian-Delph-Match-Logs
EPL,2020-2021,117,Leander Dendoncker,be BEL,"MF,DF",Wolves,26-009,1995,https://fbref.com/en/players/5a7301ae/matchlogs/2020-2021/summary/Leander-Dendoncker-Match-Logs
EPL,2020-2021,118,Mbaye Diagne,sn SEN,FW,West Brom,29-178,1991,https://fbref.com/en/players/dda3969e/matchlogs/2020-2021/summary/Mbaye-Diagne-Match-Logs
EPL,2020-2021,119,Ibrahima Diallo,fr FRA,MF,Southampton,22-047,1999,https://fbref.com/en/players/11ff3d56/matchlogs/2020-2021/summary/Ibrahima-Diallo-Match-Logs
EPL,2020-2021,120,Grady Diangana,eng ENG,"MF,FW",West Brom,23-005,1998,https://fbref.com/en/players/f522d7ec/matchlogs/2020-2021/summary/Grady-Diangana-Match-Logs
EPL,2020-2021,121,Raphael Dias Belloli,br BRA,MF,Leeds United,24-131,1996,https://fbref.com/en/players/3423f250/matchlogs/2020-2021/summary/Raphael-Dias-Belloli-Match-Logs
EPL,2020-2021,122,Rúben Dias,pt POR,DF,Manchester City,23-345,1997,https://fbref.com/en/players/31c69ef1/matchlogs/2020-2021/summary/Ruben-Dias-Match-Logs
EPL,2020-2021,123,Eric Dier,eng ENG,DF,Tottenham,27-099,1994,https://fbref.com/en/players/ac861941/matchlogs/2020-2021/summary/Eric-Dier-Match-Logs
EPL,2020-2021,124,Lucas Digne,fr FRA,"DF,MF",Everton,27-278,1993,https://fbref.com/en/players/1b84dbe1/matchlogs/2020-2021/summary/Lucas-Digne-Match-Logs
EPL,2020-2021,125,Virgil van Dijk,nl NED,DF,Liverpool,29-290,1991,https://fbref.com/en/players/e06683ca/matchlogs/2020-2021/summary/Virgil-van-Dijk-Match-Logs
EPL,2020-2021,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2020-2021,126,Issa Diop,fr FRA,DF,West Ham,24-105,1997,https://fbref.com/en/players/a712ca2b/matchlogs/2020-2021/summary/Issa-Diop-Match-Logs
EPL,2020-2021,127,Moussa Djenepo,ml MLI,MF,Southampton,22-313,1998,https://fbref.com/en/players/254147d4/matchlogs/2020-2021/summary/Moussa-Djenepo-Match-Logs
EPL,2020-2021,128,Matt Doherty,ie IRL,DF,Tottenham,29-098,1992,https://fbref.com/en/players/d557d734/matchlogs/2020-2021/summary/Matt-Doherty-Match-Logs
EPL,2020-2021,129,Gabriel Dos Santos,br BRA,DF,Arsenal,23-126,1997,https://fbref.com/en/players/67ac5bb8/matchlogs/2020-2021/summary/Gabriel-Dos-Santos-Match-Logs
EPL,2020-2021,130,Abdoulaye Doucouré,fr FRA,MF,Everton,28-113,1993,https://fbref.com/en/players/02b29014/matchlogs/2020-2021/summary/Abdoulaye-Doucoure-Match-Logs
EPL,2020-2021,131,Martin Dúbravka,sk SVK,GK,Newcastle Utd,32-099,1989,https://fbref.com/en/players/3a949a25/matchlogs/2020-2021/summary/Martin-Dubravka-Match-Logs
EPL,2020-2021,132,Paul Dummett,wal WAL,DF,Newcastle Utd,29-210,1991,https://fbref.com/en/players/3fe6bd8c/matchlogs/2020-2021/summary/Paul-Dummett-Match-Logs
EPL,2020-2021,133,Lewis Dunk,eng ENG,DF,Brighton,29-154,1991,https://fbref.com/en/players/282f75f3/matchlogs/2020-2021/summary/Lewis-Dunk-Match-Logs
EPL,2020-2021,134,Jimmy Dunne,ie IRL,DF,Burnley,23-187,1997,https://fbref.com/en/players/1fdfd6da/matchlogs/2020-2021/summary/Jimmy-Dunne-Match-Logs
EPL,2020-2021,135,Ederson,br BRA,GK,Manchester City,27-250,1993,https://fbref.com/en/players/3bb7b8b4/matchlogs/2020-2021/summary/Ederson-Match-Logs
EPL,2020-2021,136,Kyle Edwards,eng ENG,"MF,FW",West Brom,23-066,1998,https://fbref.com/en/players/1566e437/matchlogs/2020-2021/summary/Kyle-Edwards-Match-Logs
EPL,2020-2021,137,John Egan,ie IRL,DF,Sheffield Utd,28-186,1992,https://fbref.com/en/players/debe38a0/matchlogs/2020-2021/summary/John-Egan-Match-Logs
EPL,2020-2021,138,Ahmed Elmohamady,eg EGY,DF,Aston Villa,33-227,1987,https://fbref.com/en/players/615ef733/matchlogs/2020-2021/summary/Ahmed-Elmohamady-Match-Logs
EPL,2020-2021,139,Mohamed Elneny,eg EGY,MF,Arsenal,28-287,1992,https://fbref.com/en/players/47a34c4f/matchlogs/2020-2021/summary/Mohamed-Elneny-Match-Logs
EPL,2020-2021,140,Jonny Evans,nir NIR,DF,Leicester City,33-111,1988,https://fbref.com/en/players/f8fcd2a5/matchlogs/2020-2021/summary/Jonny-Evans-Match-Logs
EPL,2020-2021,141,Eberechi Eze,eng ENG,MF,Crystal Palace,22-299,1998,https://fbref.com/en/players/ae4fc6a4/matchlogs/2020-2021/summary/Eberechi-Eze-Match-Logs
EPL,2020-2021,142,Łukasz Fabiański,pl POL,GK,West Ham,36-006,1985,https://fbref.com/en/players/9328b835/matchlogs/2020-2021/summary/Lukasz-Fabianski-Match-Logs
EPL,2020-2021,143,Fabinho,br BRA,"DF,MF",Liverpool,27-183,1993,https://fbref.com/en/players/7f3b388c/matchlogs/2020-2021/summary/Fabinho-Match-Logs
EPL,2020-2021,144,Bruno Fernandes,pt POR,MF,Manchester Utd,26-228,1994,https://fbref.com/en/players/507c7bdf/matchlogs/2020-2021/summary/Bruno-Fernandes-Match-Logs
EPL,2020-2021,145,Federico Fernández,ar ARG,DF,Newcastle Utd,32-062,1989,https://fbref.com/en/players/f25b010f/matchlogs/2020-2021/summary/Federico-Fernandez-Match-Logs
EPL,2020-2021,146,Fernandinho,br BRA,MF,Manchester City,35-355,1985,https://fbref.com/en/players/101da2b5/matchlogs/2020-2021/summary/Fernandinho-Match-Logs
