League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2017-2018,25,Serge Aurier,ci CIV,DF,Tottenham,24,1992,https://fbref.com/en/players/5c2b4f07/matchlogs/2017-2018/summary/Serge-Aurier-Match-Logs
EPL,2017-2018,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2017-2018,26,Charlie Austin,eng ENG,FW,Southampton,28,1989,https://fbref.com/en/players/8d228291/matchlogs/2017-2018/summary/Charlie-Austin-Match-Logs
EPL,2017-2018,27,André Ayew,gh GHA,"FW,MF",Swansea City,27,1989,https://fbref.com/en/players/5dbefa9d/matchlogs/2017-2018/summary/Andre-Ayew-Match-Logs
EPL,2017-2018,28,André Ayew,gh GHA,"FW,MF",West Ham,27,1989,https://fbref.com/en/players/5dbefa9d/matchlogs/2017-2018/summary/Andre-Ayew-Match-Logs
EPL,2017-2018,29,Jordan Ayew,gh GHA,"FW,MF",Swansea City,25,1991,https://fbref.com/en/players/da052c14/matchlogs/2017-2018/summary/Jordan-Ayew-Match-Logs
EPL,2017-2018,30,César Azpilicueta,es ESP,DF,Chelsea,27,1989,https://fbref.com/en/players/53cad200/matchlogs/2017-2018/summary/Cesar-Azpilicueta-Match-Logs
EPL,2017-2018,31,Eric Bailly,ci CIV,DF,Manchester Utd,23,1994,https://fbref.com/en/players/a1232f4e/matchlogs/2017-2018/summary/Eric-Bailly-Match-Logs
EPL,2017-2018,32,Leighton Baines,eng ENG,DF,Everton,32,1984,https://fbref.com/en/players/b18095b6/matchlogs/2017-2018/summary/Leighton-Baines-Match-Logs
EPL,2017-2018,33,Tiemoué Bakayoko,fr FRA,MF,Chelsea,22,1994,https://fbref.com/en/players/59bf127b/matchlogs/2017-2018/summary/Tiemoue-Bakayoko-Match-Logs
EPL,2017-2018,34,Sam Baldock,eng ENG,"FW,MF",Brighton,28,1989,https://fbref.com/en/players/9d597f08/matchlogs/2017-2018/summary/Sam-Baldock-Match-Logs
EPL,2017-2018,35,Beni Baningime,cd COD,MF,Everton,18,1998,https://fbref.com/en/players/ca9178af/matchlogs/2017-2018/summary/Beni-Baningime-Match-Logs
EPL,2017-2018,36,Phil Bardsley,sco SCO,DF,Burnley,32,1985,https://fbref.com/en/players/1ae30132/matchlogs/2017-2018/summary/Phil-Bardsley-Match-Logs
EPL,2017-2018,37,Ross Barkley,eng ENG,"MF,FW",Chelsea,23,1993,https://fbref.com/en/players/3a24769f/matchlogs/2017-2018/summary/Ross-Barkley-Match-Logs
EPL,2017-2018,38,Ashley Barnes,eng ENG,FW,Burnley,27,1989,https://fbref.com/en/players/2691c772/matchlogs/2017-2018/summary/Ashley-Barnes-Match-Logs
EPL,2017-2018,39,Harvey Barnes,eng ENG,"MF,FW",Leicester City,19,1997,https://fbref.com/en/players/3ea50f67/matchlogs/2017-2018/summary/Harvey-Barnes-Match-Logs
EPL,2017-2018,40,Gareth Barry,eng ENG,MF,West Brom,36,1981,https://fbref.com/en/players/7dbbe367/matchlogs/2017-2018/summary/Gareth-Barry-Match-Logs
EPL,2017-2018,41,Kyle Bartley,eng ENG,DF,Swansea City,26,1991,https://fbref.com/en/players/18e96f64/matchlogs/2017-2018/summary/Kyle-Bartley-Match-Logs
EPL,2017-2018,42,Michy Batshuayi,be BEL,FW,Chelsea,23,1993,https://fbref.com/en/players/2973d8ff/matchlogs/2017-2018/summary/Michy-Batshuayi-Match-Logs
EPL,2017-2018,43,Moritz Bauer,at AUT,"DF,MF",Stoke City,25,1992,https://fbref.com/en/players/cfe6238d/matchlogs/2017-2018/summary/Moritz-Bauer-Match-Logs
EPL,2017-2018,44,Jan Bednarek,pl POL,DF,Southampton,21,1996,https://fbref.com/en/players/4115ce4e/matchlogs/2017-2018/summary/Jan-Bednarek-Match-Logs
EPL,2017-2018,45,Asmir Begović,ba BIH,GK,Bournemouth,30,1987,https://fbref.com/en/players/7b4de647/matchlogs/2017-2018/summary/Asmir-Begovic-Match-Logs
EPL,2017-2018,46,Héctor Bellerín,es ESP,"DF,MF",Arsenal,22,1995,https://fbref.com/en/players/f874dd44/matchlogs/2017-2018/summary/Hector-Bellerin-Match-Logs
EPL,2017-2018,47,Yohan Benalouane,tn TUN,DF,Leicester City,30,1987,https://fbref.com/en/players/8309b068/matchlogs/2017-2018/summary/Yohan-Benalouane-Match-Logs
EPL,2017-2018,48,Christian Benteke,be BEL,FW,Crystal Palace,26,1990,https://fbref.com/en/players/ab070c55/matchlogs/2017-2018/summary/Christian-Benteke-Match-Logs
EPL,2017-2018,49,Saido Berahino,bi BDI,FW,Stoke City,23,1993,https://fbref.com/en/players/25b166d0/matchlogs/2017-2018/summary/Saido-Berahino-Match-Logs
EPL,2017-2018,50,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,26,1990,https://fbref.com/en/players/f72293fc/matchlogs/2017-2018/summary/Johann-Berg-Gudmundsson-Match-Logs
EPL,2017-2018,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2017-2018,51,Ryan Bertrand,eng ENG,DF,Southampton,27,1989,https://fbref.com/en/players/01226327/matchlogs/2017-2018/summary/Ryan-Bertrand-Match-Logs
EPL,2017-2018,52,Muhamed Bešić,ba BIH,MF,Everton,24,1992,https://fbref.com/en/players/7ca9f0f0/matchlogs/2017-2018/summary/Muhamed-Besic-Match-Logs
EPL,2017-2018,53,Philip Billing,dk DEN,MF,Huddersfield,21,1996,https://fbref.com/en/players/d328a254/matchlogs/2017-2018/summary/Philip-Billing-Match-Logs
EPL,2017-2018,54,Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,29,1987,https://fbref.com/en/players/7f4f3e49/matchlogs/2017-2018/summary/Mame-Biram-Diouf-Match-Logs
EPL,2017-2018,55,Daley Blind,nl NED,"DF,MF",Manchester Utd,27,1990,https://fbref.com/en/players/691bef82/matchlogs/2017-2018/summary/Daley-Blind-Match-Logs
EPL,2017-2018,56,Jeremie Boga,ci CIV,MF,Chelsea,20,1997,https://fbref.com/en/players/fe012aca/matchlogs/2017-2018/summary/Jeremie-Boga-Match-Logs
EPL,2017-2018,57,Yannick Bolasie,cd COD,"FW,MF",Everton,28,1989,https://fbref.com/en/players/715fc0fe/matchlogs/2017-2018/summary/Yannick-Bolasie-Match-Logs
EPL,2017-2018,58,Gaëtan Bong,cm CMR,DF,Brighton,29,1988,https://fbref.com/en/players/cfd5e123/matchlogs/2017-2018/summary/Gaetan-Bong-Match-Logs
EPL,2017-2018,59,Wilfried Bony,ci CIV,FW,Swansea City,28,1988,https://fbref.com/en/players/61abe9b6/matchlogs/2017-2018/summary/Wilfried-Bony-Match-Logs
EPL,2017-2018,60,Sofiane Boufal,ma MAR,"FW,MF",Southampton,23,1993,https://fbref.com/en/players/b0c71810/matchlogs/2017-2018/summary/Sofiane-Boufal-Match-Logs
EPL,2017-2018,61,Robbie Brady,ie IRL,"MF,FW",Burnley,25,1992,https://fbref.com/en/players/96bb8cc2/matchlogs/2017-2018/summary/Robbie-Brady-Match-Logs
EPL,2017-2018,62,Claudio Bravo,cl CHI,GK,Manchester City,34,1983,https://fbref.com/en/players/10072610/matchlogs/2017-2018/summary/Claudio-Bravo-Match-Logs
EPL,2017-2018,63,Miguel Britos,uy URU,DF,Watford,32,1985,https://fbref.com/en/players/356a9a62/matchlogs/2017-2018/summary/Miguel-Britos-Match-Logs
EPL,2017-2018,64,Leon Britton,eng ENG,MF,Swansea City,34,1982,https://fbref.com/en/players/b92dd711/matchlogs/2017-2018/summary/Leon-Britton-Match-Logs
EPL,2017-2018,65,Izzy Brown,eng ENG,"MF,FW",Brighton,20,1997,https://fbref.com/en/players/bf54c8cc/matchlogs/2017-2018/summary/Izzy-Brown-Match-Logs
EPL,2017-2018,66,Bruno,es ESP,DF,Brighton,36,1980,https://fbref.com/en/players/78803d03/matchlogs/2017-2018/summary/Bruno-Match-Logs
EPL,2017-2018,67,Chris Brunt,nir NIR,"MF,DF",West Brom,32,1984,https://fbref.com/en/players/ec7e6ad1/matchlogs/2017-2018/summary/Chris-Brunt-Match-Logs
EPL,2017-2018,68,Oliver Burke,sco SCO,"FW,MF",West Brom,20,1997,https://fbref.com/en/players/f631c17f/matchlogs/2017-2018/summary/Oliver-Burke-Match-Logs
EPL,2017-2018,69,Jack Butland,eng ENG,GK,Stoke City,24,1993,https://fbref.com/en/players/cc70a1d5/matchlogs/2017-2018/summary/Jack-Butland-Match-Logs
EPL,2017-2018,70,Sam Byram,eng ENG,DF,West Ham,23,1993,https://fbref.com/en/players/1bf811d4/matchlogs/2017-2018/summary/Sam-Byram-Match-Logs
EPL,2017-2018,71,Willy Caballero,ar ARG,GK,Chelsea,35,1981,https://fbref.com/en/players/a179d516/matchlogs/2017-2018/summary/Willy-Caballero-Match-Logs
EPL,2017-2018,72,Yohan Cabaye,fr FRA,MF,Crystal Palace,31,1986,https://fbref.com/en/players/ad7b19ef/matchlogs/2017-2018/summary/Yohan-Cabaye-Match-Logs
EPL,2017-2018,73,Gary Cahill,eng ENG,DF,Chelsea,31,1985,https://fbref.com/en/players/7914b9fe/matchlogs/2017-2018/summary/Gary-Cahill-Match-Logs
EPL,2017-2018,74,Dominic Calvert-Lewin,eng ENG,"FW,MF",Everton,20,1997,https://fbref.com/en/players/59e6e5bf/matchlogs/2017-2018/summary/Dominic-Calvert-Lewin-Match-Logs
EPL,2017-2018,75,Geoff Cameron,us USA,"DF,MF",Stoke City,32,1985,https://fbref.com/en/players/1a160ea3/matchlogs/2017-2018/summary/Geoff-Cameron-Match-Logs
EPL,2017-2018,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2017-2018,76,Tyrese Campbell,eng ENG,"FW,MF",Stoke City,17,1999,https://fbref.com/en/players/38aefb74/matchlogs/2017-2018/summary/Tyrese-Campbell-Match-Logs
EPL,2017-2018,77,Emre Can,de GER,MF,Liverpool,23,1994,https://fbref.com/en/players/a65ce836/matchlogs/2017-2018/summary/Emre-Can-Match-Logs
EPL,2017-2018,78,Étienne Capoue,fr FRA,MF,Watford,29,1988,https://fbref.com/en/players/5acc4a10/matchlogs/2017-2018/summary/Etienne-Capoue-Match-Logs
EPL,2017-2018,79,Michael Carrick,eng ENG,MF,Manchester Utd,36,1981,https://fbref.com/en/players/ab7263c1/matchlogs/2017-2018/summary/Michael-Carrick-Match-Logs
EPL,2017-2018,80,André Carrillo,pe PER,"FW,MF",Watford,26,1991,https://fbref.com/en/players/7527558b/matchlogs/2017-2018/summary/Andre-Carrillo-Match-Logs
EPL,2017-2018,81,Guido Carrillo,ar ARG,FW,Southampton,26,1991,https://fbref.com/en/players/8f898ba8/matchlogs/2017-2018/summary/Guido-Carrillo-Match-Logs
EPL,2017-2018,82,Andy Carroll,eng ENG,"FW,MF",West Ham,28,1989,https://fbref.com/en/players/b581987a/matchlogs/2017-2018/summary/Andy-Carroll-Match-Logs
EPL,2017-2018,83,Tom Carroll,eng ENG,MF,Swansea City,25,1992,https://fbref.com/en/players/5a1900a4/matchlogs/2017-2018/summary/Tom-Carroll-Match-Logs
EPL,2017-2018,84,Craig Cathcart,nir NIR,DF,Watford,28,1989,https://fbref.com/en/players/89e4b358/matchlogs/2017-2018/summary/Craig-Cathcart-Match-Logs
EPL,2017-2018,85,Petr Čech,cz CZE,GK,Arsenal,35,1982,https://fbref.com/en/players/71672fa0/matchlogs/2017-2018/summary/Petr-Cech-Match-Logs
EPL,2017-2018,86,Nacer Chadli,be BEL,"FW,MF",West Brom,27,1989,https://fbref.com/en/players/5b54bf3b/matchlogs/2017-2018/summary/Nacer-Chadli-Match-Logs
EPL,2017-2018,87,Nathaniel Chalobah,eng ENG,MF,Watford,22,1994,https://fbref.com/en/players/422862ea/matchlogs/2017-2018/summary/Nathaniel-Chalobah-Match-Logs
EPL,2017-2018,88,Calum Chambers,eng ENG,DF,Arsenal,22,1995,https://fbref.com/en/players/dc6f5bdd/matchlogs/2017-2018/summary/Calum-Chambers-Match-Logs
EPL,2017-2018,89,Ben Chilwell,eng ENG,DF,Leicester City,20,1996,https://fbref.com/en/players/d2424d1b/matchlogs/2017-2018/summary/Ben-Chilwell-Match-Logs
EPL,2017-2018,90,Hamza Choudhury,eng ENG,MF,Leicester City,19,1997,https://fbref.com/en/players/7d2d3329/matchlogs/2017-2018/summary/Hamza-Choudhury-Match-Logs
EPL,2017-2018,91,Andreas Christensen,dk DEN,DF,Chelsea,21,1996,https://fbref.com/en/players/1cb49278/matchlogs/2017-2018/summary/Andreas-Christensen-Match-Logs
EPL,2017-2018,92,Lee Chung-yong,kr KOR,FW,Crystal Palace,29,1988,https://fbref.com/en/players/49b05a83/matchlogs/2017-2018/summary/Lee-Chung-yong-Match-Logs
EPL,2017-2018,93,Ciaran Clark,ie IRL,DF,Newcastle Utd,27,1989,https://fbref.com/en/players/2b91cf8e/matchlogs/2017-2018/summary/Ciaran-Clark-Match-Logs
EPL,2017-2018,94,Tom Cleverley,eng ENG,MF,Watford,27,1989,https://fbref.com/en/players/6cdd8245/matchlogs/2017-2018/summary/Tom-Cleverley-Match-Logs
EPL,2017-2018,95,Sam Clucas,eng ENG,"MF,FW",Swansea City,26,1990,https://fbref.com/en/players/987718f5/matchlogs/2017-2018/summary/Sam-Clucas-Match-Logs
EPL,2017-2018,96,Nathaniel Clyne,eng ENG,"DF,MF",Liverpool,26,1991,https://fbref.com/en/players/0442183b/matchlogs/2017-2018/summary/Nathaniel-Clyne-Match-Logs
EPL,2017-2018,97,Séamus Coleman,ie IRL,DF,Everton,28,1988,https://fbref.com/en/players/0420d84f/matchlogs/2017-2018/summary/Seamus-Coleman-Match-Logs
EPL,2017-2018,98,James Collins,wal WAL,DF,West Ham,33,1983,https://fbref.com/en/players/c61f1719/matchlogs/2017-2018/summary/James-Collins-Match-Logs
EPL,2017-2018,99,Lewis Cook,eng ENG,MF,Bournemouth,20,1997,https://fbref.com/en/players/2afc7272/matchlogs/2017-2018/summary/Lewis-Cook-Match-Logs
EPL,2017-2018,100,Steve Cook,eng ENG,DF,Bournemouth,26,1991,https://fbref.com/en/players/3e5e4e63/matchlogs/2017-2018/summary/Steve-Cook-Match-Logs
EPL,2017-2018,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2017-2018,101,Francis Coquelin,fr FRA,"MF,DF",Arsenal,26,1991,https://fbref.com/en/players/a6951bf8/matchlogs/2017-2018/summary/Francis-Coquelin-Match-Logs
EPL,2017-2018,102,Jack Cork,eng ENG,MF,Burnley,28,1989,https://fbref.com/en/players/74e12f1e/matchlogs/2017-2018/summary/Jack-Cork-Match-Logs
EPL,2017-2018,103,Thibaut Courtois,be BEL,GK,Chelsea,25,1992,https://fbref.com/en/players/1840e36d/matchlogs/2017-2018/summary/Thibaut-Courtois-Match-Logs
EPL,2017-2018,104,Philippe Coutinho,br BRA,"MF,FW",Liverpool,25,1992,https://fbref.com/en/players/0ef89a37/matchlogs/2017-2018/summary/Philippe-Coutinho-Match-Logs
EPL,2017-2018,105,Martin Cranie,eng ENG,"DF,MF",Huddersfield,30,1986,https://fbref.com/en/players/9e53837d/matchlogs/2017-2018/summary/Martin-Cranie-Match-Logs
EPL,2017-2018,106,Aaron Cresswell,eng ENG,DF,West Ham,27,1989,https://fbref.com/en/players/4f974391/matchlogs/2017-2018/summary/Aaron-Cresswell-Match-Logs
EPL,2017-2018,107,Peter Crouch,eng ENG,FW,Stoke City,36,1981,https://fbref.com/en/players/73d9bdc7/matchlogs/2017-2018/summary/Peter-Crouch-Match-Logs
EPL,2017-2018,108,Josh Cullen,ie IRL,"FW,MF",West Ham,21,1996,https://fbref.com/en/players/f6d7d690/matchlogs/2017-2018/summary/Josh-Cullen-Match-Logs
EPL,2017-2018,109,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,30,1986,https://fbref.com/en/players/9d107085/matchlogs/2017-2018/summary/Charlie-Daniels-Match-Logs
EPL,2017-2018,110,Danilo,br BRA,DF,Manchester City,26,1991,https://fbref.com/en/players/94b2001f/matchlogs/2017-2018/summary/Danilo-Match-Logs
EPL,2017-2018,111,Scott Dann,eng ENG,DF,Crystal Palace,30,1987,https://fbref.com/en/players/52105203/matchlogs/2017-2018/summary/Scott-Dann-Match-Logs
EPL,2017-2018,112,Karl Darlow,eng ENG,GK,Newcastle Utd,26,1990,https://fbref.com/en/players/cde3309f/matchlogs/2017-2018/summary/Karl-Darlow-Match-Logs
EPL,2017-2018,113,Matteo Darmian,it ITA,DF,Manchester Utd,27,1989,https://fbref.com/en/players/96e0490d/matchlogs/2017-2018/summary/Matteo-Darmian-Match-Logs
EPL,2017-2018,114,Ben Davies,wal WAL,DF,Tottenham,24,1993,https://fbref.com/en/players/44781702/matchlogs/2017-2018/summary/Ben-Davies-Match-Logs
EPL,2017-2018,115,Tom Davies,eng ENG,MF,Everton,19,1998,https://fbref.com/en/players/9228b07c/matchlogs/2017-2018/summary/Tom-Davies-Match-Logs
EPL,2017-2018,116,Steven Davis,nir NIR,MF,Southampton,32,1985,https://fbref.com/en/players/cf15bbb1/matchlogs/2017-2018/summary/Steven-Davis-Match-Logs
EPL,2017-2018,117,Craig Dawson,eng ENG,DF,West Brom,27,1990,https://fbref.com/en/players/3e9e06cb/matchlogs/2017-2018/summary/Craig-Dawson-Match-Logs
EPL,2017-2018,118,Kevin De Bruyne,be BEL,MF,Manchester City,26,1991,https://fbref.com/en/players/e46012d4/matchlogs/2017-2018/summary/Kevin-De-Bruyne-Match-Logs
EPL,2017-2018,119,Troy Deeney,eng ENG,FW,Watford,29,1988,https://fbref.com/en/players/82e34b69/matchlogs/2017-2018/summary/Troy-Deeney-Match-Logs
EPL,2017-2018,120,Jermain Defoe,eng ENG,FW,Bournemouth,34,1982,https://fbref.com/en/players/f1e8372d/matchlogs/2017-2018/summary/Jermain-Defoe-Match-Logs
EPL,2017-2018,121,Steven Defour,be BEL,MF,Burnley,29,1988,https://fbref.com/en/players/73489527/matchlogs/2017-2018/summary/Steven-Defour-Match-Logs
EPL,2017-2018,122,Damien Delaney,ie IRL,DF,Crystal Palace,36,1981,https://fbref.com/en/players/210d9ecb/matchlogs/2017-2018/summary/Damien-Delaney-Match-Logs
EPL,2017-2018,123,Fabian Delph,eng ENG,DF,Manchester City,27,1989,https://fbref.com/en/players/111c3236/matchlogs/2017-2018/summary/Fabian-Delph-Match-Logs
EPL,2017-2018,124,Mousa Dembélé,be BEL,MF,Tottenham,30,1987,https://fbref.com/en/players/f7ee69fb/matchlogs/2017-2018/summary/Mousa-Dembele-Match-Logs
EPL,2017-2018,125,Laurent Depoitre,be BEL,FW,Huddersfield,28,1988,https://fbref.com/en/players/aa5859cb/matchlogs/2017-2018/summary/Laurent-Depoitre-Match-Logs
EPL,2017-2018,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2017-2018,126,Mike van der Hoorn,nl NED,DF,Swansea City,24,1992,https://fbref.com/en/players/25f50295/matchlogs/2017-2018/summary/Mike-van-der-Hoorn-Match-Logs
EPL,2017-2018,127,Gerard Deulofeu,es ESP,"FW,MF",Watford,23,1994,https://fbref.com/en/players/39583cfd/matchlogs/2017-2018/summary/Gerard-Deulofeu-Match-Logs
EPL,2017-2018,128,Fousseni Diabaté,ml MLI,"MF,FW",Leicester City,21,1995,https://fbref.com/en/players/d07e3b41/matchlogs/2017-2018/summary/Fousseni-Diabate-Match-Logs
EPL,2017-2018,129,Mohamed Diamé,sn SEN,MF,Newcastle Utd,30,1987,https://fbref.com/en/players/b7d082af/matchlogs/2017-2018/summary/Mohamed-Diame-Match-Logs
EPL,2017-2018,130,Brahim Díaz,es ESP,"FW,MF",Manchester City,17,1999,https://fbref.com/en/players/407feb71/matchlogs/2017-2018/summary/Brahim-Diaz-Match-Logs
EPL,2017-2018,131,Eric Dier,eng ENG,"MF,DF",Tottenham,23,1994,https://fbref.com/en/players/ac861941/matchlogs/2017-2018/summary/Eric-Dier-Match-Logs
EPL,2017-2018,132,Virgil van Dijk,nl NED,DF,Liverpool,26,1991,https://fbref.com/en/players/e06683ca/matchlogs/2017-2018/summary/Virgil-van-Dijk-Match-Logs
EPL,2017-2018,133,Virgil van Dijk,nl NED,DF,Southampton,26,1991,https://fbref.com/en/players/e06683ca/matchlogs/2017-2018/summary/Virgil-van-Dijk-Match-Logs
EPL,2017-2018,134,Abdoulaye Doucouré,fr FRA,MF,Watford,24,1993,https://fbref.com/en/players/02b29014/matchlogs/2017-2018/summary/Abdoulaye-Doucoure-Match-Logs
EPL,2017-2018,135,Aleksandar Dragović,at AUT,DF,Leicester City,26,1991,https://fbref.com/en/players/6fd8a334/matchlogs/2017-2018/summary/Aleksandar-Dragovic-Match-Logs
EPL,2017-2018,136,Danny Drinkwater,eng ENG,MF,Chelsea,27,1990,https://fbref.com/en/players/2649ff32/matchlogs/2017-2018/summary/Danny-Drinkwater-Match-Logs
EPL,2017-2018,137,Martin Dúbravka,sk SVK,GK,Newcastle Utd,28,1989,https://fbref.com/en/players/3a949a25/matchlogs/2017-2018/summary/Martin-Dubravka-Match-Logs
EPL,2017-2018,138,Shane Duffy,ie IRL,DF,Brighton,25,1992,https://fbref.com/en/players/7314bba4/matchlogs/2017-2018/summary/Shane-Duffy-Match-Logs
EPL,2017-2018,139,Paul Dummett,wal WAL,DF,Newcastle Utd,25,1991,https://fbref.com/en/players/3fe6bd8c/matchlogs/2017-2018/summary/Paul-Dummett-Match-Logs
EPL,2017-2018,140,Lewis Dunk,eng ENG,DF,Brighton,25,1991,https://fbref.com/en/players/282f75f3/matchlogs/2017-2018/summary/Lewis-Dunk-Match-Logs
EPL,2017-2018,141,Nathan Dyer,eng ENG,"MF,FW",Swansea City,29,1987,https://fbref.com/en/players/6dfd5af0/matchlogs/2017-2018/summary/Nathan-Dyer-Match-Logs
EPL,2017-2018,142,Ederson,br BRA,GK,Manchester City,23,1993,https://fbref.com/en/players/3bb7b8b4/matchlogs/2017-2018/summary/Ederson-Match-Logs
EPL,2017-2018,143,Tom Edwards,eng ENG,DF,Stoke City,18,1999,https://fbref.com/en/players/1b780599/matchlogs/2017-2018/summary/Tom-Edwards-Match-Logs
EPL,2017-2018,144,Rob Elliot,ie IRL,GK,Newcastle Utd,31,1986,https://fbref.com/en/players/b1b25949/matchlogs/2017-2018/summary/Rob-Elliot-Match-Logs
EPL,2017-2018,145,Mohamed Elneny,eg EGY,MF,Arsenal,25,1992,https://fbref.com/en/players/47a34c4f/matchlogs/2017-2018/summary/Mohamed-Elneny-Match-Logs
EPL,2017-2018,146,Christian Eriksen,dk DEN,"MF,FW",Tottenham,25,1992,https://fbref.com/en/players/980522ec/matchlogs/2017-2018/summary/Christian-Eriksen-Match-Logs
EPL,2017-2018,147,Jonny Evans,nir NIR,DF,West Brom,29,1988,https://fbref.com/en/players/f8fcd2a5/matchlogs/2017-2018/summary/Jonny-Evans-Match-Logs
EPL,2017-2018,148,Patrice Evra,fr FRA,DF,West Ham,36,1981,https://fbref.com/en/players/51a3caf1/matchlogs/2017-2018/summary/Patrice-Evra-Match-Logs
EPL,2017-2018,149,Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,https://fbref.com/en/players/9328b835/matchlogs/2017-2018/summary/Lukasz-Fabianski-Match-Logs
