League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,30,Mikel Arteta,es ESP,MF,Arsenal,33,1982,9,0,169,1.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,31,Charlie Austin,eng ENG,FW,Southampton,26,1989,7,2,211,2.3,0.43,0.00,0.43,0.43,0.43
EPL,2015-2016,32,André Ayew,gh GHA,"MF,FW",Swansea City,25,1989,34,34,"2,925",32.5,0.37,0.06,0.43,0.37,0.43
EPL,2015-2016,33,Jordan Ayew,gh GHA,FW,Aston Villa,23,1991,30,27,"2,349",26.1,0.27,0.00,0.27,0.23,0.23
EPL,2015-2016,34,César Azpilicueta,es ESP,DF,Chelsea,25,1989,37,36,"3,199",35.5,0.06,0.08,0.14,0.06,0.14
EPL,2015-2016,35,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,23,1991,31,27,"2,417",26.9,0.04,0.00,0.04,0.04,0.04
EPL,2015-2016,36,Leighton Baines,eng ENG,DF,Everton,30,1984,18,16,"1,479",16.4,0.12,0.06,0.18,0.06,0.12
EPL,2015-2016,37,Patrick Bamford,eng ENG,"FW,MF",Crystal Palace,21,1993,6,0,124,1.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,38,Patrick Bamford,eng ENG,FW,Norwich City,21,1993,7,2,238,2.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,39,Phil Bardsley,sco SCO,DF,Stoke City,30,1985,11,9,817,9.1,0.00,0.11,0.11,0.00,0.11
EPL,2015-2016,40,Ross Barkley,eng ENG,MF,Everton,21,1993,38,36,"3,075",34.2,0.23,0.23,0.47,0.18,0.41
EPL,2015-2016,41,Modou Barrow,gm GAM,"MF,FW",Swansea City,22,1992,22,6,791,8.8,0.11,0.23,0.34,0.11,0.34
EPL,2015-2016,42,Gareth Barry,eng ENG,MF,Everton,34,1981,33,32,"2,837",31.5,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,43,Kyle Bartley,eng ENG,DF,Swansea City,24,1991,5,3,286,3.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,44,Sébastien Bassong,cm CMR,DF,Norwich City,29,1986,32,30,"2,790",31.0,0.03,0.00,0.03,0.03,0.03
EPL,2015-2016,45,Asmir Begović,ba BIH,GK,Chelsea,28,1987,17,15,"1,399",15.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,46,Valon Behrami,ch SUI,MF,Watford,30,1985,21,14,"1,279",14.2,0.00,0.07,0.07,0.00,0.07
EPL,2015-2016,47,Héctor Bellerín,es ESP,DF,Arsenal,20,1995,36,36,"3,240",36.0,0.03,0.14,0.17,0.03,0.17
EPL,2015-2016,48,Yohan Benalouane,tn TUN,DF,Leicester City,28,1987,4,0,68,0.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,49,Ryan Bennett,eng ENG,DF,Norwich City,25,1990,22,20,"1,837",20.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,50,Nabil Bentaleb,dz ALG,MF,Tottenham,20,1994,5,2,170,1.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,51,Christian Benteke,be BEL,FW,Liverpool,24,1990,29,14,"1,529",17.0,0.53,0.18,0.71,0.47,0.65
EPL,2015-2016,52,Saido Berahino,bi BDI,"FW,MF",West Brom,21,1993,31,17,"1,746",19.4,0.21,0.00,0.21,0.21,0.21
EPL,2015-2016,53,Steven Berghuis,nl NED,"FW,MF",Watford,23,1991,9,0,231,2.6,0.00,0.78,0.78,0.00,0.78
EPL,2015-2016,54,Ryan Bertrand,eng ENG,"DF,MF",Southampton,25,1989,32,32,"2,880",32.0,0.03,0.09,0.12,0.00,0.09
EPL,2015-2016,55,Muhamed Bešić,ba BIH,"MF,DF",Everton,22,1992,12,7,558,6.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,56,Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,27,1987,26,12,"1,278",14.2,0.35,0.07,0.42,0.35,0.42
EPL,2015-2016,57,Daley Blind,nl NED,DF,Manchester Utd,25,1990,35,35,"3,114",34.6,0.03,0.03,0.06,0.03,0.06
EPL,2015-2016,58,Hiram Boateng,eng ENG,MF,Crystal Palace,19,1996,1,0,19,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,59,Ádám Bogdán,hu HUN,GK,Liverpool,27,1987,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,60,Yannick Bolasie,cd COD,"MF,FW",Crystal Palace,26,1989,26,23,"2,075",23.1,0.22,0.13,0.35,0.22,0.35
EPL,2015-2016,61,Wilfried Bony,ci CIV,FW,Manchester City,26,1988,26,13,"1,226",13.6,0.29,0.22,0.51,0.29,0.51
EPL,2015-2016,62,Fabio Borini,it ITA,"MF,FW",Sunderland,24,1991,26,22,"1,891",21.0,0.24,0.10,0.33,0.19,0.29
EPL,2015-2016,63,Cameron Borthwick-Jackson,eng ENG,DF,Manchester Utd,18,1997,10,6,695,7.7,0.00,0.13,0.13,0.00,0.13
EPL,2015-2016,64,Artur Boruc,pl POL,GK,Bournemouth,35,1980,32,32,"2,880",32.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,65,Robbie Brady,ie IRL,"MF,DF",Norwich City,23,1992,36,34,"2,984",33.2,0.09,0.06,0.15,0.09,0.15
EPL,2015-2016,66,Cameron Brannagan,eng ENG,MF,Liverpool,19,1996,3,1,114,1.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,67,Miguel Britos,uy URU,DF,Watford,30,1985,24,24,"2,073",23.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,68,Leon Britton,eng ENG,MF,Swansea City,32,1982,25,19,"1,520",16.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,69,Wes Brown,eng ENG,DF,Sunderland,35,1979,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,70,Tyias Browning,eng ENG,DF,Everton,21,1994,5,3,300,3.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,71,Chris Brunt,nir NIR,"DF,MF",West Brom,30,1984,22,20,"1,800",20.0,0.00,0.15,0.15,0.00,0.15
EPL,2015-2016,72,Mark Bunn,eng ENG,GK,Aston Villa,30,1984,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,73,Jack Butland,eng ENG,GK,Stoke City,22,1993,31,31,"2,790",31.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,74,Sam Byram,eng ENG,DF,West Ham,21,1993,4,2,288,3.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,75,Willy Caballero,ar ARG,GK,Manchester City,33,1981,4,3,311,3.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,76,Yohan Cabaye,fr FRA,MF,Crystal Palace,29,1986,33,32,"2,689",29.9,0.17,0.03,0.20,0.07,0.10
EPL,2015-2016,77,Gary Cahill,eng ENG,DF,Chelsea,29,1985,23,21,"1,957",21.7,0.09,0.05,0.14,0.09,0.14
EPL,2015-2016,78,Geoff Cameron,us USA,"DF,MF",Stoke City,30,1985,30,27,"2,359",26.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,79,Fraizer Campbell,eng ENG,FW,Crystal Palace,27,1987,11,4,362,4.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,80,Joel Campbell,cr CRC,MF,Arsenal,23,1992,19,11,884,9.8,0.31,0.20,0.51,0.31,0.51
EPL,2015-2016,81,Emre Can,de GER,"MF,DF",Liverpool,21,1994,30,28,"2,491",27.7,0.04,0.00,0.04,0.04,0.04
EPL,2015-2016,82,Sergi Canós,es ESP,"FW,MF",Liverpool,18,1997,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,83,Étienne Capoue,fr FRA,MF,Watford,27,1988,33,33,"2,814",31.3,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,84,Juan Carlos Paredes,ec ECU,"DF,MF",Watford,28,1987,17,7,771,8.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,85,João Carlos Teixeira,pt POR,MF,Liverpool,22,1993,1,0,4,0.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,86,Michael Carrick,eng ENG,MF,Manchester Utd,34,1981,28,22,"1,972",21.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,87,Andy Carroll,eng ENG,FW,West Ham,26,1989,27,13,"1,440",16.0,0.56,0.12,0.69,0.50,0.62
EPL,2015-2016,88,Tom Carroll,eng ENG,MF,Tottenham,23,1992,19,4,515,5.7,0.17,0.00,0.17,0.17,0.17
EPL,2015-2016,89,Craig Cathcart,nir NIR,DF,Watford,26,1989,35,34,"3,034",33.7,0.03,0.00,0.03,0.03,0.03
EPL,2015-2016,90,Lee Cattermole,eng ENG,MF,Sunderland,27,1988,31,27,"2,210",24.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,91,Steven Caulker,eng ENG,DF,Liverpool,23,1991,3,0,5,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,92,Steven Caulker,eng ENG,DF,Southampton,23,1991,3,1,146,1.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,93,Santi Cazorla,es ESP,MF,Arsenal,30,1984,15,15,"1,291",14.3,0.00,0.21,0.21,0.00,0.21
EPL,2015-2016,94,Petr Čech,cz CZE,GK,Arsenal,33,1982,34,34,"3,060",34.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,95,Bersant Celina,xk KVX,"FW,MF",Manchester City,18,1996,1,0,14,0.2,0.00,6.43,6.43,0.00,6.43
EPL,2015-2016,96,Nacer Chadli,be BEL,MF,Tottenham,25,1989,29,10,947,10.5,0.29,0.19,0.48,0.29,0.48
EPL,2015-2016,97,Marouane Chamakh,ma MAR,FW,Crystal Palace,31,1984,10,1,257,2.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,98,Calum Chambers,eng ENG,"MF,DF",Arsenal,20,1995,12,2,322,3.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,99,James Chester,wal WAL,DF,West Brom,26,1989,13,9,964,10.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,100,Pedro Chirivella,es ESP,MF,Liverpool,18,1997,1,1,45,0.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,101,Lee Chung-yong,kr KOR,MF,Crystal Palace,27,1988,13,4,390,4.3,0.23,0.00,0.23,0.23,0.23
EPL,2015-2016,102,Papiss Cissé,sn SEN,FW,Newcastle Utd,30,1985,21,14,"1,067",11.9,0.25,0.00,0.25,0.25,0.25
EPL,2015-2016,103,Aly Cissokho,fr FRA,DF,Aston Villa,27,1987,18,18,"1,603",17.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,104,Ciaran Clark,ie IRL,DF,Aston Villa,25,1989,18,16,"1,442",16.0,0.06,0.00,0.06,0.06,0.06
EPL,2015-2016,105,Jake Clarke-Salter,eng ENG,DF,Chelsea,17,1997,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,106,Jordy Clasie,nl NED,MF,Southampton,24,1991,22,20,"1,538",17.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,107,Tom Cleverley,eng ENG,MF,Everton,25,1989,22,17,"1,612",17.9,0.11,0.22,0.33,0.11,0.33
EPL,2015-2016,108,Gaël Clichy,fr FRA,DF,Manchester City,30,1985,14,12,"1,087",12.1,0.00,0.08,0.08,0.00,0.08
EPL,2015-2016,109,Nathaniel Clyne,eng ENG,DF,Liverpool,24,1991,33,33,"2,970",33.0,0.03,0.00,0.03,0.03,0.03
EPL,2015-2016,110,Sebastián Coates,uy URU,DF,Sunderland,24,1990,16,14,"1,229",13.7,0.00,0.22,0.22,0.00,0.22
EPL,2015-2016,111,Jack Colback,eng ENG,MF,Newcastle Utd,25,1989,29,28,"2,387",26.5,0.04,0.04,0.08,0.04,0.08
EPL,2015-2016,112,Séamus Coleman,ie IRL,DF,Everton,26,1988,28,27,"2,383",26.5,0.04,0.11,0.15,0.04,0.15
EPL,2015-2016,113,James Collins,wal WAL,DF,West Ham,31,1983,19,16,"1,441",16.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,114,Fabricio Coloccini,ar ARG,DF,Newcastle Utd,33,1982,26,26,"2,292",25.5,0.04,0.00,0.04,0.04,0.04
EPL,2015-2016,115,Callum Connolly,eng ENG,"DF,MF",Everton,17,1997,1,0,37,0.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,116,Steve Cook,eng ENG,DF,Bournemouth,24,1991,36,36,"3,195",35.5,0.11,0.00,0.11,0.11,0.11
EPL,2015-2016,117,Francis Coquelin,fr FRA,MF,Arsenal,24,1991,26,21,"1,644",18.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,118,Jack Cork,eng ENG,MF,Swansea City,26,1989,35,28,"2,546",28.3,0.04,0.07,0.11,0.04,0.11
EPL,2015-2016,119,Diego Costa,es ESP,FW,Chelsea,26,1988,28,27,"2,373",26.4,0.46,0.23,0.68,0.46,0.68
EPL,2015-2016,120,Thibaut Courtois,be BEL,GK,Chelsea,23,1992,23,23,"2,020",22.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,121,Philippe Coutinho,br BRA,"MF,FW",Liverpool,23,1992,26,24,"1,996",22.2,0.36,0.23,0.59,0.36,0.59
EPL,2015-2016,122,Aaron Cresswell,eng ENG,DF,West Ham,25,1989,37,37,"3,314",36.8,0.05,0.11,0.16,0.05,0.16
EPL,2015-2016,123,Peter Crouch,eng ENG,FW,Stoke City,34,1981,11,4,463,5.1,0.00,0.19,0.19,0.00,0.19
EPL,2015-2016,124,Juan Cuadrado,co COL,"DF,FW",Chelsea,27,1988,1,0,27,0.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,125,Josh Cullen,ie IRL,"DF,MF",West Ham,19,1996,1,0,1,0.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,126,Charlie Daniels,eng ENG,DF,Bournemouth,28,1986,37,37,"3,285",36.5,0.08,0.14,0.22,0.03,0.16
EPL,2015-2016,127,Scott Dann,eng ENG,DF,Crystal Palace,28,1987,35,35,"3,150",35.0,0.14,0.03,0.17,0.14,0.17
EPL,2015-2016,128,Karl Darlow,eng ENG,GK,Newcastle Utd,24,1990,9,9,810,9.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,129,Matteo Darmian,it ITA,DF,Manchester Utd,25,1989,28,24,"1,924",21.4,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,130,Ben Davies,wal WAL,DF,Tottenham,22,1993,17,14,"1,291",14.3,0.00,0.14,0.14,0.00,0.14
EPL,2015-2016,131,Tom Davies,eng ENG,FW,Everton,17,1998,2,1,98,1.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,132,Kelvin Davis,eng ENG,GK,Southampton,38,1976,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,133,Steven Davis,nir NIR,MF,Southampton,30,1985,34,31,"2,602",28.9,0.17,0.10,0.28,0.17,0.28
EPL,2015-2016,134,Craig Dawson,eng ENG,DF,West Brom,25,1990,38,38,"3,384",37.6,0.11,0.00,0.11,0.11,0.11
EPL,2015-2016,135,Kevin De Bruyne,be BEL,MF,Manchester City,24,1991,25,22,"2,002",22.2,0.31,0.40,0.72,0.31,0.72
EPL,2015-2016,136,Ritchie De Laet,be BEL,DF,Leicester City,26,1988,12,7,657,7.3,0.14,0.00,0.14,0.14,0.14
EPL,2015-2016,137,Mathieu Debuchy,fr FRA,DF,Arsenal,30,1985,2,2,142,1.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,138,Troy Deeney,eng ENG,"FW,MF",Watford,27,1988,38,36,"3,291",36.6,0.36,0.19,0.55,0.19,0.38
EPL,2015-2016,139,Jermain Defoe,eng ENG,FW,Sunderland,32,1982,33,28,"2,550",28.3,0.53,0.04,0.56,0.49,0.53
EPL,2015-2016,140,Damien Delaney,ie IRL,DF,Crystal Palace,34,1981,32,32,"2,880",32.0,0.06,0.09,0.16,0.06,0.16
EPL,2015-2016,141,Fabian Delph,eng ENG,MF,Manchester City,25,1989,17,8,753,8.4,0.24,0.00,0.24,0.24,0.24
EPL,2015-2016,142,Mousa Dembélé,be BEL,MF,Tottenham,28,1987,29,27,"2,265",25.2,0.12,0.04,0.16,0.12,0.16
EPL,2015-2016,143,Martín Demichelis,ar ARG,DF,Manchester City,34,1980,20,10,"1,021",11.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,144,Memphis Depay,nl NED,MF,Manchester Utd,21,1994,29,16,"1,484",16.5,0.12,0.00,0.12,0.12,0.12
EPL,2015-2016,145,Gerard Deulofeu,es ESP,"MF,FW",Everton,21,1994,26,16,"1,383",15.4,0.13,0.52,0.65,0.13,0.65
EPL,2015-2016,146,Alessandro Diamanti,it ITA,"FW,MF",Watford,32,1983,3,0,67,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,147,Eric Dier,eng ENG,MF,Tottenham,21,1994,37,37,"3,263",36.3,0.08,0.06,0.14,0.08,0.14
EPL,2015-2016,148,Virgil van Dijk,nl NED,DF,Southampton,24,1991,34,34,"3,060",34.0,0.09,0.00,0.09,0.09,0.09
EPL,2015-2016,149,Sylvain Distin,fr FRA,DF,Bournemouth,37,1977,12,9,843,9.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,150,Joe Dodoo,eng ENG,FW,Leicester City,20,1995,1,0,20,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,151,Graham Dorrans,sco SCO,MF,Norwich City,28,1987,21,14,"1,287",14.3,0.00,0.07,0.07,0.00,0.07
EPL,2015-2016,152,Seydou Doumbia,ci CIV,FW,Newcastle Utd,27,1987,3,0,32,0.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,153,Kieran Dowell,eng ENG,MF,Everton,17,1997,2,1,72,0.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,154,Danny Drinkwater,eng ENG,MF,Leicester City,25,1990,35,35,"3,033",33.7,0.09,0.21,0.30,0.09,0.30
EPL,2015-2016,155,Paul Dummett,wal WAL,DF,Newcastle Utd,23,1991,23,23,"1,892",21.0,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,156,Nathan Dyer,eng ENG,"FW,MF",Leicester City,27,1987,12,0,220,2.4,0.41,0.00,0.41,0.41,0.41
EPL,2015-2016,157,Nathan Dyer,eng ENG,"FW,MF",Swansea City,27,1987,1,0,19,0.2,0.00,4.74,4.74,0.00,4.74
EPL,2015-2016,158,Éder,pt POR,FW,Swansea City,27,1987,13,2,276,3.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,159,Rob Elliot,ie IRL,GK,Newcastle Utd,29,1986,21,21,"1,890",21.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,160,Mohamed Elneny,eg EGY,MF,Arsenal,23,1992,11,9,792,8.8,0.00,0.11,0.11,0.00,0.11
EPL,2015-2016,161,Tommy Elphick,eng ENG,DF,Bournemouth,27,1987,12,11,"1,013",11.3,0.09,0.00,0.09,0.09,0.09
EPL,2015-2016,162,Emmanuel Emenike,ng NGA,"FW,MF",West Ham,28,1987,13,5,512,5.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,163,Marvin Emnes,nl NED,MF,Swansea City,27,1988,2,1,66,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,164,Christian Eriksen,dk DEN,MF,Tottenham,23,1992,35,33,"2,933",32.6,0.18,0.40,0.58,0.18,0.58
EPL,2015-2016,165,Jonny Evans,nir NIR,"DF,MF",West Brom,27,1988,30,30,"2,590",28.8,0.03,0.03,0.07,0.03,0.07
EPL,2015-2016,166,Łukasz Fabiański,pl POL,GK,Swansea City,30,1985,37,37,"3,330",37.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,167,Cesc Fàbregas,es ESP,MF,Chelsea,28,1987,37,33,"2,895",32.2,0.16,0.22,0.37,0.09,0.31
EPL,2015-2016,168,Radamel Falcao,co COL,FW,Chelsea,29,1986,10,1,237,2.6,0.38,0.00,0.38,0.38,0.38
EPL,2015-2016,169,Adam Federici,au AUS,GK,Bournemouth,30,1985,6,6,495,5.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,170,Marouane Fellaini,be BEL,MF,Manchester Utd,27,1987,18,12,"1,068",11.9,0.08,0.00,0.08,0.08,0.08
EPL,2015-2016,171,Leroy Fer,nl NED,MF,Swansea City,25,1990,11,9,756,8.4,0.00,0.24,0.24,0.00,0.24
EPL,2015-2016,172,Federico Fernández,ar ARG,DF,Swansea City,26,1989,32,32,"2,880",32.0,0.03,0.03,0.06,0.03,0.06
EPL,2015-2016,173,Fernandinho,br BRA,MF,Manchester City,30,1985,33,31,"2,729",30.3,0.07,0.07,0.13,0.07,0.13
EPL,2015-2016,174,Fernando,br BRA,MF,Manchester City,28,1987,24,17,"1,715",19.1,0.10,0.00,0.10,0.10,0.10
EPL,2015-2016,175,Sam Field,eng ENG,MF,West Brom,17,1998,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,176,Roberto Firmino,br BRA,"FW,MF",Liverpool,23,1991,31,24,"1,972",21.9,0.46,0.32,0.78,0.46,0.78
EPL,2015-2016,177,Mathieu Flamini,fr FRA,MF,Arsenal,31,1984,16,12,"1,089",12.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,178,Jon Flanagan,eng ENG,DF,Liverpool,22,1993,5,5,420,4.7,0.00,0.21,0.21,0.00,0.21
EPL,2015-2016,179,Darren Fletcher,sco SCO,MF,West Brom,31,1984,38,38,"3,374",37.5,0.03,0.08,0.11,0.03,0.11
EPL,2015-2016,180,Steven Fletcher,sco SCO,FW,Sunderland,28,1987,16,11,"1,010",11.2,0.36,0.00,0.36,0.36,0.36
EPL,2015-2016,181,José Fonte,pt POR,DF,Southampton,31,1983,37,37,"3,166",35.2,0.06,0.03,0.09,0.06,0.09
EPL,2015-2016,182,Fraser Forster,eng ENG,GK,Southampton,27,1988,18,18,"1,620",18.0,0.00,0.00,0.00,0.00,0.00
