League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,366,Steven Naismith,sco SCO,MF,Norwich City,28,1986,13,11,872,9.7,0.10,0.10,0.21,0.10,0.21
EPL,2015-2016,367,Steven Naismith,sco SCO,MF,Everton,28,1986,10,4,453,5.0,0.60,0.20,0.79,0.60,0.79
EPL,2015-2016,368,Samir Nasri,fr FRA,"MF,FW",Manchester City,28,1987,12,4,541,6.0,0.33,0.33,0.67,0.33,0.67
EPL,2015-2016,369,Kyle Naughton,eng ENG,DF,Swansea City,26,1988,27,19,"1,769",19.7,0.00,0.15,0.15,0.00,0.15
EPL,2015-2016,370,Jesús Navas,es ESP,MF,Manchester City,29,1985,34,24,"2,282",25.4,0.00,0.28,0.28,0.00,0.28
EPL,2015-2016,371,Oumar Niasse,sn SEN,"MF,FW",Everton,25,1990,5,2,143,1.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,372,Mark Noble,eng ENG,MF,West Ham,28,1987,37,37,"3,196",35.5,0.20,0.11,0.31,0.11,0.23
EPL,2015-2016,373,Kevin Nolan,eng ENG,MF,West Ham,33,1982,2,1,57,0.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,374,Kristoffer Nordfeldt,se SWE,GK,Swansea City,26,1989,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,375,Allan Nyom,cm CMR,DF,Watford,27,1988,32,29,"2,469",27.4,0.00,0.04,0.04,0.00,0.04
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,376,Eunan O'Kane,ie IRL,MF,Bournemouth,25,1990,16,6,756,8.4,0.00,0.12,0.12,0.00,0.12
EPL,2015-2016,377,Gary O'Neil,eng ENG,MF,Norwich City,32,1983,27,19,"1,756",19.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,378,John O'Shea,ie IRL,DF,Sunderland,34,1981,28,23,"2,009",22.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,379,Gabriel Obertan,fr FRA,MF,Newcastle Utd,26,1989,5,3,279,3.1,0.00,0.32,0.32,0.00,0.32
EPL,2015-2016,380,John Obi Mikel,ng NGA,"MF,DF",Chelsea,28,1987,25,19,"1,782",19.8,0.00,0.05,0.05,0.00,0.05
EPL,2015-2016,381,Pedro Obiang,gq EQG,MF,West Ham,23,1992,24,11,"1,088",12.1,0.00,0.08,0.08,0.00,0.08
EPL,2015-2016,382,Peter Odemwingie,ng NGA,FW,Stoke City,34,1981,5,0,106,1.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,383,Vadis Odjidja-Ofoe,be BEL,MF,Norwich City,26,1989,10,3,279,3.1,0.00,0.65,0.65,0.00,0.65
EPL,2015-2016,384,Angelo Ogbonna,it ITA,DF,West Ham,27,1988,28,27,"2,326",25.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,385,Sheyi Ojo,eng ENG,"MF,FW",Liverpool,18,1997,8,5,397,4.4,0.00,0.68,0.68,0.00,0.68
EPL,2015-2016,386,Shinji Okazaki,jp JPN,"FW,MF",Leicester City,29,1986,36,28,"2,054",22.8,0.22,0.00,0.22,0.22,0.22
EPL,2015-2016,387,Jores Okore,dk DEN,DF,Aston Villa,22,1992,12,12,"1,080",12.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,388,Jonas Olsson,se SWE,DF,West Brom,32,1983,28,25,"2,013",22.4,0.04,0.04,0.09,0.04,0.09
EPL,2015-2016,389,Martin Olsson,se SWE,DF,Norwich City,27,1988,24,20,"1,775",19.7,0.05,0.10,0.15,0.05,0.15
EPL,2015-2016,390,Josh Onomah,eng ENG,"FW,MF",Tottenham,18,1997,8,0,83,0.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,391,Divock Origi,be BEL,FW,Liverpool,20,1995,16,7,670,7.4,0.67,0.13,0.81,0.67,0.81
EPL,2015-2016,392,Oscar,br BRA,MF,Chelsea,23,1991,27,20,"1,769",19.7,0.15,0.15,0.31,0.10,0.25
EPL,2015-2016,393,Leon Osman,eng ENG,"MF,FW",Everton,34,1981,9,2,223,2.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,394,David Ospina,co COL,GK,Arsenal,26,1988,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,395,Nicolás Otamendi,ar ARG,DF,Manchester City,27,1988,30,30,"2,671",29.7,0.03,0.00,0.03,0.03,0.03
EPL,2015-2016,396,Obbi Oulare,be BEL,FW,Watford,19,1996,2,0,7,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,397,Bryan Oviedo,cr CRC,DF,Everton,25,1990,14,12,996,11.1,0.00,0.09,0.09,0.00,0.09
EPL,2015-2016,398,Reece Oxford,eng ENG,"MF,DF",West Ham,16,1998,7,3,212,2.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,399,Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,21,1993,22,9,926,10.3,0.10,0.00,0.10,0.10,0.10
EPL,2015-2016,400,Mesut Özil,de GER,MF,Arsenal,26,1988,35,35,"3,035",33.7,0.18,0.56,0.74,0.18,0.74
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,401,Alberto Paloschi,it ITA,"FW,MF",Swansea City,25,1990,10,7,667,7.4,0.27,0.00,0.27,0.27,0.27
EPL,2015-2016,402,Costel Pantilimon,ro ROU,GK,Sunderland,28,1987,17,17,"1,530",17.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,403,Alexandre Pato,br BRA,FW,Chelsea,25,1989,2,1,131,1.5,0.69,0.00,0.69,0.00,0.00
EPL,2015-2016,404,Gabriel Paulista,br BRA,DF,Arsenal,24,1990,21,18,"1,764",19.6,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,405,Dimitri Payet,fr FRA,"FW,MF",West Ham,28,1987,30,29,"2,568",28.5,0.32,0.42,0.74,0.32,0.74
EPL,2015-2016,406,Pedro,es ESP,MF,Chelsea,28,1987,29,24,"2,033",22.6,0.31,0.13,0.44,0.31,0.44
EPL,2015-2016,407,Graziano Pellè,it ITA,FW,Southampton,30,1985,30,23,"2,175",24.2,0.46,0.25,0.70,0.46,0.70
EPL,2015-2016,408,Matthew Pennington,eng ENG,DF,Everton,20,1994,4,4,298,3.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,409,Andreas Pereira,br BRA,MF,Manchester Utd,19,1996,4,0,84,0.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,410,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,22,1993,34,22,"2,048",22.8,0.26,0.09,0.35,0.26,0.35
EPL,2015-2016,411,Jordan Pickford,eng ENG,GK,Sunderland,21,1994,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,412,Steven Pienaar,za RSA,MF,Everton,33,1982,4,0,122,1.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,413,Erik Pieters,nl NED,DF,Stoke City,26,1988,35,35,"3,095",34.4,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,414,Ivo Pinto,pt POR,DF,Norwich City,25,1990,10,9,811,9.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,415,Sébastien Pocognoli,be BEL,"DF,MF",West Brom,27,1987,1,0,36,0.4,0.00,2.50,2.50,0.00,2.50
EPL,2015-2016,416,Nick Powell,eng ENG,"FW,MF",Manchester Utd,21,1994,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,417,Alex Pritchard,eng ENG,"FW,MF",Tottenham,22,1993,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,418,Alex Pritchard,eng ENG,"FW,MF",West Brom,22,1993,2,0,63,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,419,Sebastian Prödl,at AUT,DF,Watford,28,1987,21,19,"1,778",19.8,0.10,0.00,0.10,0.10,0.10
EPL,2015-2016,420,Marc Pugh,eng ENG,MF,Bournemouth,28,1987,26,15,"1,337",14.9,0.20,0.13,0.34,0.20,0.34
EPL,2015-2016,421,Jason Puncheon,eng ENG,"MF,FW",Crystal Palace,29,1986,31,31,"2,615",29.1,0.07,0.10,0.17,0.07,0.17
EPL,2015-2016,422,Baba Rahman,gh GHA,DF,Chelsea,21,1994,15,11,"1,018",11.3,0.00,0.09,0.09,0.00,0.09
EPL,2015-2016,423,Ramires,br BRA,MF,Chelsea,28,1987,12,7,609,6.8,0.30,0.00,0.30,0.30,0.30
EPL,2015-2016,424,Gastón Ramírez,uy URU,"FW,MF",Southampton,24,1990,3,0,31,0.3,0.00,2.90,2.90,0.00,2.90
EPL,2015-2016,425,Aaron Ramsey,wal WAL,MF,Arsenal,24,1990,31,29,"2,623",29.1,0.17,0.14,0.31,0.17,0.31
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,426,Connor Randall,eng ENG,DF,Liverpool,19,1995,3,2,163,1.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,427,Darren Randolph,ie IRL,GK,West Ham,28,1987,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,428,Àngel Rangel,es ESP,DF,Swansea City,32,1982,23,20,"1,820",20.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,429,Tokelo Rantie,za RSA,FW,Bournemouth,24,1990,3,0,41,0.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,430,Marcus Rashford,eng ENG,FW,Manchester Utd,17,1997,11,11,855,9.5,0.53,0.21,0.74,0.53,0.74
EPL,2015-2016,431,Nathan Redmond,eng ENG,MF,Norwich City,21,1994,35,24,"2,341",26.0,0.23,0.12,0.35,0.23,0.35
EPL,2015-2016,432,Harrison Reed,eng ENG,MF,Southampton,20,1995,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,433,Winston Reid,nz NZL,DF,West Ham,27,1988,24,24,"2,135",23.7,0.04,0.04,0.08,0.04,0.08
EPL,2015-2016,434,Loïc Rémy,fr FRA,FW,Chelsea,28,1987,13,3,291,3.2,0.31,0.00,0.31,0.31,0.31
EPL,2015-2016,435,Micah Richards,eng ENG,DF,Aston Villa,27,1988,24,23,"2,044",22.7,0.04,0.04,0.09,0.04,0.09
EPL,2015-2016,436,Kieran Richardson,eng ENG,"DF,MF",Aston Villa,30,1984,11,8,723,8.0,0.00,0.12,0.12,0.00,0.12
EPL,2015-2016,437,Matt Ritchie,sco SCO,MF,Bournemouth,25,1989,37,33,"2,973",33.0,0.12,0.18,0.30,0.12,0.30
EPL,2015-2016,438,Emmanuel Rivière,fr FRA,FW,Newcastle Utd,25,1990,3,1,65,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,439,Patrick Roberts,eng ENG,"FW,MF",Manchester City,18,1997,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,440,Tyler Roberts,wal WAL,"FW,MF",West Brom,16,1999,1,0,18,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,441,Joel Robles,es ESP,GK,Everton,25,1990,13,13,"1,170",13.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,442,Thomas Robson,eng ENG,DF,Sunderland,19,1995,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,443,Jay Rodriguez,eng ENG,"MF,FW",Southampton,26,1989,12,3,351,3.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,444,Jack Rodwell,eng ENG,MF,Sunderland,24,1991,22,9,"1,169",13.0,0.08,0.00,0.08,0.08,0.08
EPL,2015-2016,445,Marcos Rojo,ar ARG,DF,Manchester Utd,25,1990,16,15,"1,249",13.9,0.00,0.07,0.07,0.00,0.07
EPL,2015-2016,446,Sergio Romero,ar ARG,GK,Manchester Utd,28,1987,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,447,Oriol Romeu,es ESP,MF,Southampton,23,1991,29,17,"1,612",17.9,0.06,0.00,0.06,0.06,0.06
EPL,2015-2016,448,Salomón Rondón,ve VEN,FW,West Brom,25,1989,34,30,"2,555",28.4,0.32,0.07,0.39,0.32,0.39
EPL,2015-2016,449,Wayne Rooney,eng ENG,"FW,MF",Manchester Utd,29,1985,28,27,"2,406",26.7,0.30,0.22,0.52,0.26,0.49
EPL,2015-2016,450,Danny Rose,eng ENG,DF,Tottenham,25,1990,24,24,"2,129",23.7,0.04,0.13,0.17,0.04,0.17
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,451,Jordan Rossiter,eng ENG,MF,Liverpool,18,1997,1,0,15,0.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,452,Wayne Routledge,eng ENG,"MF,FW",Swansea City,30,1985,28,22,"1,672",18.6,0.11,0.05,0.16,0.11,0.16
EPL,2015-2016,453,Declan Rudd,eng ENG,GK,Norwich City,24,1991,11,11,990,11.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,454,John Ruddy,eng ENG,GK,Norwich City,28,1986,27,27,"2,430",27.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,455,Bacary Sagna,fr FRA,DF,Manchester City,32,1983,28,27,"2,448",27.2,0.00,0.11,0.11,0.00,0.11
EPL,2015-2016,456,Henri Saivet,sn SEN,MF,Newcastle Utd,24,1990,4,2,147,1.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,457,Diafra Sakho,sn SEN,FW,West Ham,25,1989,21,18,"1,519",16.9,0.30,0.06,0.36,0.30,0.36
EPL,2015-2016,458,Mamadou Sakho,fr FRA,DF,Liverpool,25,1990,22,21,"1,854",20.6,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,459,Bakary Sako,ml MLI,"MF,FW",Crystal Palace,27,1988,20,11,"1,069",11.9,0.17,0.08,0.25,0.17,0.25
EPL,2015-2016,460,Alexis Sánchez,cl CHI,MF,Arsenal,26,1988,30,28,"2,436",27.1,0.48,0.15,0.63,0.48,0.63
EPL,2015-2016,461,Carlos Sánchez,co COL,MF,Aston Villa,29,1986,20,16,"1,367",15.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,462,Sandro,br BRA,MF,West Brom,26,1989,12,5,382,4.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,463,Jeffrey Schlupp,gh GHA,"DF,MF",Leicester City,22,1992,24,14,"1,387",15.4,0.06,0.13,0.19,0.06,0.19
EPL,2015-2016,464,Kasper Schmeichel,dk DEN,GK,Leicester City,28,1986,38,38,"3,420",38.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,465,Morgan Schneiderlin,fr FRA,MF,Manchester Utd,25,1989,29,25,"2,205",24.5,0.04,0.00,0.04,0.04,0.04
EPL,2015-2016,466,Bastian Schweinsteiger,de GER,MF,Manchester Utd,30,1984,18,13,"1,202",13.4,0.07,0.00,0.07,0.07,0.07
EPL,2015-2016,467,Stéphane Sessègnon,bj BEN,"MF,FW",West Brom,31,1984,25,21,"1,752",19.5,0.10,0.10,0.21,0.10,0.21
EPL,2015-2016,468,Xherdan Shaqiri,ch SUI,MF,Stoke City,23,1991,27,27,"2,012",22.4,0.13,0.27,0.40,0.13,0.40
EPL,2015-2016,469,Luke Shaw,eng ENG,DF,Manchester Utd,20,1995,5,5,450,5.0,0.00,0.20,0.20,0.00,0.20
EPL,2015-2016,470,Ryan Shawcross,eng ENG,DF,Stoke City,27,1987,20,20,"1,696",18.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,471,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,23,1992,15,11,"1,050",11.7,0.00,0.26,0.26,0.00,0.26
EPL,2015-2016,472,Jonjo Shelvey,eng ENG,MF,Swansea City,23,1992,16,14,"1,216",13.5,0.07,0.15,0.22,0.00,0.15
EPL,2015-2016,473,Steve Sidwell,eng ENG,MF,Stoke City,32,1982,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,474,Gylfi Sigurðsson,is ISL,"MF,FW",Swansea City,25,1989,36,32,"2,914",32.4,0.34,0.09,0.43,0.25,0.34
EPL,2015-2016,475,David Silva,es ESP,MF,Manchester City,29,1986,24,22,"1,791",19.9,0.10,0.55,0.65,0.10,0.65
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,476,Danny Simpson,eng ENG,DF,Leicester City,28,1987,30,30,"2,610",29.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,477,Scott Sinclair,eng ENG,"FW,MF",Aston Villa,26,1989,27,19,"1,595",17.7,0.11,0.00,0.11,0.06,0.06
EPL,2015-2016,478,Moussa Sissoko,fr FRA,MF,Newcastle Utd,25,1989,37,37,"3,217",35.7,0.03,0.20,0.22,0.03,0.22
EPL,2015-2016,479,Martin Škrtel,sk SVK,DF,Liverpool,30,1984,22,21,"1,885",20.9,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,480,Chris Smalling,eng ENG,DF,Manchester Utd,25,1989,35,35,"3,150",35.0,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,481,Adam Smith,eng ENG,DF,Bournemouth,24,1991,31,22,"2,100",23.3,0.09,0.00,0.09,0.09,0.09
EPL,2015-2016,482,Brad Smith,au AUS,DF,Liverpool,21,1994,4,3,286,3.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,483,Cédric Soares,pt POR,"DF,MF",Southampton,23,1991,24,23,"1,965",21.8,0.00,0.09,0.09,0.00,0.09
EPL,2015-2016,484,Alex Song,cm CMR,MF,West Ham,27,1987,12,8,658,7.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,485,Pape Souaré,sn SEN,DF,Crystal Palace,25,1990,34,34,"3,015",33.5,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,486,Julián Speroni,ar ARG,GK,Crystal Palace,36,1979,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,487,Junior Stanislas,eng ENG,MF,Bournemouth,25,1989,21,17,"1,435",15.9,0.19,0.13,0.31,0.19,0.31
EPL,2015-2016,488,Maarten Stekelenburg,nl NED,GK,Southampton,32,1982,17,17,"1,530",17.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,489,Raheem Sterling,eng ENG,MF,Manchester City,20,1994,31,23,"1,920",21.3,0.28,0.09,0.37,0.28,0.37
EPL,2015-2016,490,Jamie Sterry,eng ENG,DF,Newcastle Utd,19,1995,1,0,7,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,491,Kevin Stewart,eng ENG,MF,Liverpool,21,1993,7,6,565,6.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,492,John Stones,eng ENG,DF,Everton,21,1994,33,31,"2,779",30.9,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,493,Daniel Sturridge,eng ENG,FW,Liverpool,25,1989,14,11,978,10.9,0.74,0.09,0.83,0.74,0.83
EPL,2015-2016,494,Mario Suárez,es ESP,MF,Watford,28,1987,15,8,749,8.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,495,Ki Sung-yueng,kr KOR,MF,Swansea City,26,1989,28,21,"1,850",20.6,0.10,0.05,0.15,0.10,0.15
EPL,2015-2016,496,Andrew Surman,eng ENG,MF,Bournemouth,28,1986,38,38,"3,420",38.0,0.00,0.08,0.08,0.00,0.08
EPL,2015-2016,497,Dušan Tadić,rs SRB,"MF,FW",Southampton,26,1988,34,27,"2,279",25.3,0.32,0.47,0.79,0.28,0.75
EPL,2015-2016,498,Matt Targett,eng ENG,"DF,MF",Southampton,19,1995,14,13,"1,067",11.9,0.00,0.08,0.08,0.00,0.08
EPL,2015-2016,499,Neil Taylor,wal WAL,DF,Swansea City,26,1989,34,33,"2,947",32.7,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,500,Steven Taylor,eng ENG,DF,Newcastle Utd,29,1986,10,9,810,9.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,501,Dionatan Teixeira,br BRA,DF,Stoke City,23,1992,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,502,John Terry,eng ENG,DF,Chelsea,34,1980,24,24,"1,988",22.1,0.05,0.00,0.05,0.05,0.05
EPL,2015-2016,503,Alexander Tettey,no NOR,MF,Norwich City,29,1986,23,23,"1,949",21.7,0.09,0.00,0.09,0.09,0.09
EPL,2015-2016,504,Florian Thauvin,fr FRA,MF,Newcastle Utd,22,1993,13,3,427,4.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,505,Cheick Tioté,ci CIV,MF,Newcastle Utd,29,1986,20,16,"1,220",13.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,506,Ola Toivonen,se SWE,MF,Sunderland,29,1986,12,9,659,7.3,0.00,0.27,0.27,0.00,0.27
EPL,2015-2016,507,James Tomkins,eng ENG,DF,West Ham,26,1989,25,23,"1,961",21.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,508,Lee Tomlin,eng ENG,MF,Bournemouth,26,1989,6,3,290,3.2,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,509,Fikayo Tomori,eng ENG,DF,Chelsea,17,1997,1,0,31,0.3,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,510,Kevin Toner,ie IRL,"DF,MF",Aston Villa,19,1996,4,3,315,3.5,0.00,0.29,0.29,0.00,0.29
EPL,2015-2016,511,Ivan Toney,eng ENG,FW,Newcastle Utd,19,1996,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,512,Kolo Touré,ci CIV,DF,Liverpool,34,1981,14,9,858,9.5,0.10,0.00,0.10,0.10,0.10
EPL,2015-2016,513,Yaya Touré,ci CIV,MF,Manchester City,32,1983,32,28,"2,325",25.8,0.23,0.19,0.43,0.19,0.39
EPL,2015-2016,514,Andros Townsend,eng ENG,MF,Newcastle Utd,24,1991,13,12,"1,087",12.1,0.33,0.17,0.50,0.33,0.50
EPL,2015-2016,515,Andros Townsend,eng ENG,"FW,MF",Tottenham,24,1991,3,0,67,0.7,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,516,Adama Traoré,es ESP,"FW,MF",Aston Villa,19,1996,10,0,193,2.1,0.00,0.47,0.47,0.00,0.47
EPL,2015-2016,517,Bertrand Traoré,bf BFA,"FW,MF",Chelsea,19,1995,10,4,375,4.2,0.48,0.24,0.72,0.48,0.72
EPL,2015-2016,518,Kieran Trippier,eng ENG,DF,Tottenham,24,1990,6,5,459,5.1,0.20,0.20,0.39,0.20,0.39
EPL,2015-2016,519,Leonardo Ulloa,ar ARG,FW,Leicester City,29,1986,29,7,984,10.9,0.55,0.09,0.64,0.46,0.55
EPL,2015-2016,520,Antonio Valencia,ec ECU,DF,Manchester Utd,29,1985,14,8,857,9.5,0.00,0.32,0.32,0.00,0.32
EPL,2015-2016,521,Enner Valencia,ec ECU,"FW,MF",West Ham,25,1989,19,10,"1,009",11.2,0.36,0.18,0.54,0.36,0.54
EPL,2015-2016,522,Jamie Vardy,eng ENG,FW,Leicester City,28,1987,36,36,"3,133",34.8,0.69,0.17,0.86,0.55,0.72
EPL,2015-2016,523,Guillermo Varela,uy URU,DF,Manchester Utd,22,1993,4,3,315,3.5,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,524,Jordan Veretout,fr FRA,MF,Aston Villa,22,1993,25,21,"1,820",20.2,0.00,0.25,0.25,0.00,0.25
EPL,2015-2016,525,Jan Vertonghen,be BEL,DF,Tottenham,28,1987,29,29,"2,594",28.8,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2015-2016,526,Michel Vorm,nl NED,GK,Tottenham,31,1983,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,527,Theo Walcott,eng ENG,"MF,FW",Arsenal,26,1989,28,15,"1,373",15.3,0.33,0.13,0.46,0.33,0.46
EPL,2015-2016,528,Kyle Walker,eng ENG,DF,Tottenham,25,1990,33,33,"2,941",32.7,0.03,0.09,0.12,0.03,0.12
EPL,2015-2016,529,Jonathan Walters,ie IRL,"MF,FW",Stoke City,31,1983,27,18,"1,728",19.2,0.26,0.16,0.42,0.26,0.42
EPL,2015-2016,530,Victor Wanyama,ke KEN,MF,Southampton,24,1991,30,29,"2,498",27.8,0.04,0.04,0.07,0.04,0.07
EPL,2015-2016,531,Danny Ward,wal WAL,GK,Liverpool,22,1993,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,532,Joel Ward,eng ENG,DF,Crystal Palace,25,1989,30,30,"2,691",29.9,0.07,0.03,0.10,0.07,0.10
EPL,2015-2016,533,James Ward-Prowse,eng ENG,MF,Southampton,20,1994,33,14,"1,545",17.2,0.12,0.23,0.35,0.06,0.29
EPL,2015-2016,534,Marcin Wasilewski,pl POL,DF,Leicester City,35,1980,4,3,303,3.4,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,535,Duncan Watmore,eng ENG,"MF,FW",Sunderland,21,1994,23,7,919,10.2,0.29,0.10,0.39,0.29,0.39
EPL,2015-2016,536,Ben Watson,eng ENG,MF,Watford,30,1985,35,31,"2,816",31.3,0.06,0.00,0.06,0.06,0.06
EPL,2015-2016,537,James Weir,eng ENG,MF,Manchester Utd,19,1995,1,0,1,0.0,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,538,Danny Welbeck,eng ENG,FW,Arsenal,24,1990,11,7,575,6.4,0.63,0.31,0.94,0.63,0.94
EPL,2015-2016,539,Ashley Westwood,eng ENG,MF,Aston Villa,25,1990,32,31,"2,717",30.2,0.07,0.07,0.13,0.07,0.13
EPL,2015-2016,540,Glenn Whelan,ie IRL,MF,Stoke City,31,1984,37,37,"3,166",35.2,0.00,0.03,0.03,0.00,0.03
EPL,2015-2016,541,Steven Whittaker,sco SCO,DF,Norwich City,31,1984,8,8,661,7.3,0.14,0.00,0.14,0.14,0.14
EPL,2015-2016,542,Connor Wickham,eng ENG,FW,Crystal Palace,22,1993,21,15,"1,320",14.7,0.34,0.20,0.55,0.27,0.48
EPL,2015-2016,543,Georginio Wijnaldum,nl NED,MF,Newcastle Utd,24,1990,38,36,"3,163",35.1,0.31,0.14,0.46,0.28,0.43
EPL,2015-2016,544,Ashley Williams,wal WAL,DF,Swansea City,30,1984,36,36,"3,240",36.0,0.06,0.03,0.08,0.06,0.08
EPL,2015-2016,545,Jonny Williams,wal WAL,MF,Crystal Palace,21,1993,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,546,Willian,br BRA,MF,Chelsea,26,1988,35,32,"2,739",30.4,0.16,0.20,0.36,0.16,0.36
EPL,2015-2016,547,Jack Wilshere,eng ENG,MF,Arsenal,23,1992,3,1,142,1.6,0.00,0.00,0.00,0.00,0.00
EPL,2015-2016,548,Callum Wilson,eng ENG,"FW,MF",Bournemouth,23,1992,13,9,771,8.6,0.58,0.00,0.58,0.47,0.47
